X	Y	Z
-0.04	0.20	0.99
-0.05	0.20	0.96
-0.02	0.20	0.97
-0.07	0.20	0.95
-0.00	0.21	0.95
-0.16	0.22	0.75
-0.12	0.20	0.56
0.06	-0.09	-0.13
0.29	-1.12	4.65
-0.57	-1.52	4.42
-1.09	-2.70	-0.89
0.11	-1.80	-3.86
-0.68	-0.81	-1.24
-1.07	0.17	4.45
-0.12	0.35	2.38
-0.15	0.24	0.64
-0.07	0.14	0.70
-0.11	0.19	0.94
-0.13	0.20	0.88
0.09	0.13	0.87
0.48	0.05	0.93
0.73	0.00	0.80
0.84	0.04	0.65
0.82	0.06	0.68
0.87	0.06	0.85
0.36	0.03	0.78
-0.07	0.10	0.92
-0.26	0.19	0.85
-0.26	0.21	0.92
-0.26	0.22	0.97
-0.25	0.22	0.94
-0.20	0.22	0.75
0.03	0.12	0.84
0.42	-0.00	0.98
0.73	-0.06	0.87
0.72	-0.04	0.83
0.73	0.01	0.69
0.74	0.02	0.71
0.71	0.01	0.76
0.47	0.01	1.12
-0.00	0.09	0.89
-0.11	0.18	0.90
-0.20	0.19	0.73
-0.22	0.15	0.39
0.01	-0.03	0.01
-0.13	-0.31	3.07
-0.01	-0.72	5.24
-0.80	-1.76	0.57
-0.13	-1.84	-3.78
-0.54	-1.04	-1.87
-0.94	-0.33	4.09
-0.07	0.53	2.35
-0.10	0.33	0.91
-0.04	0.05	0.85
-0.08	0.08	0.95
-0.12	0.17	1.01
-0.09	0.18	0.98
-0.06	0.18	0.88
0.04	0.14	0.95
0.18	0.09	0.91
0.40	0.06	0.93
0.59	0.04	0.85
0.62	0.03	0.75
0.71	0.01	0.75
0.75	-0.01	0.71
0.77	-0.00	0.74
0.72	0.01	0.81
0.46	0.01	0.98
0.24	0.05	0.99
-0.25	0.17	0.76
-0.32	0.21	0.87
-0.37	0.21	0.83
-0.35	0.20	0.93
-0.30	0.21	0.90
-0.16	0.20	0.81
0.08	0.11	0.95
0.45	0.02	1.01
0.69	-0.00	0.81
0.69	0.01	0.72
0.74	0.01	0.68
0.73	0.02	0.66
0.76	0.00	0.68
0.73	0.03	0.70
0.72	0.05	0.74
0.45	0.05	0.94
0.13	0.09	0.97
-0.23	0.20	0.88
-0.31	0.23	0.89
