X	Y	Z
-0.00	0.17	0.97
-0.07	0.19	0.94
-0.22	0.14	0.39
0.22	0.11	-0.28
0.01	-0.67	3.94
-0.06	-1.82	5.38
-0.74	-2.48	-1.10
-0.43	-1.48	-4.30
-1.31	-0.99	-0.80
-0.27	-0.33	5.36
0.12	0.39	1.86
-0.04	0.14	0.53
0.05	0.03	0.58
0.15	0.09	1.28
-0.17	0.10	1.13
-0.46	0.32	0.37
-0.75	0.45	-0.06
-1.03	0.46	0.03
-1.03	0.48	-0.02
-0.92	0.54	-0.25
-0.43	0.32	0.08
-0.19	0.18	1.28
-0.04	0.22	1.00
0.14	0.18	0.92
0.16	0.16	0.97
0.16	0.14	1.02
0.10	0.14	1.16
-0.20	0.14	1.11
-0.55	0.38	0.05
-0.74	0.50	-0.03
-0.90	0.50	-0.21
-0.91	0.51	-0.24
-0.93	0.53	-0.21
-0.81	0.53	-0.29
-0.50	0.39	0.14
-0.46	0.30	0.98
-0.05	0.30	1.01
0.11	0.25	0.87
0.22	0.17	1.09
0.13	0.19	0.88
-0.01	0.24	0.11
-0.37	-0.10	-0.17
0.58	-1.27	6.31
-0.61	-2.36	4.00
-1.13	-2.84	-3.78
-0.27	-1.93	-5.20
-1.30	-1.82	3.08
-0.08	0.05	5.20
-0.04	0.34	1.02
-0.23	0.02	0.60
0.07	-0.01	0.62
-0.01	0.12	0.91
-0.06	0.12	1.05
-0.05	0.07	1.15
-0.40	0.05	1.21
-0.70	0.21	0.55
-0.79	0.31	0.28
-0.78	0.43	-0.18
-0.81	0.47	-0.32
-0.93	0.48	-0.21
-0.85	0.50	-0.33
-0.61	0.33	0.27
-0.48	0.25	1.04
-0.18	0.21	0.92
0.10	0.18	0.99
0.24	0.15	0.94
0.27	0.11	0.94
0.28	0.09	0.97
0.27	0.11	0.97
0.18	0.14	0.94
0.07	0.16	1.09
-0.09	0.09	1.31
-0.53	0.33	-0.07
-0.83	0.44	0.13
-1.02	0.43	-0.13
-0.85	0.45	-0.17
-0.95	0.49	-0.10
-0.58	0.40	-0.03
-0.37	0.17	0.87
-0.32	0.14	1.29
0.08	0.16	0.93
0.30	0.11	0.94
0.19	0.12	0.96
0.11	0.14	0.84
-0.14	0.17	0.04
-0.20	0.07	0.12
0.28	-1.33	5.75
-0.68	-2.35	4.67
-1.21	-2.96	-2.49
-0.79	-1.74	-5.82
-2.01	-2.06	1.04
-0.46	-0.56	6.14
0.04	0.40	0.87
-0.28	0.13	0.43
0.07	-0.06	1.00
0.05	0.09	0.89
0.04	0.11	1.01
-0.01	0.13	1.04
-0.11	0.14	0.84
-0.58	0.02	1.45
-0.59	0.20	0.44
-0.82	0.31	0.43
-0.74	0.40	-0.33
-0.96	0.40	-0.14
-0.86	0.45	-0.22
-0.84	0.40	0.12
-0.64	0.30	0.40
-0.39	0.20	0.96
-0.13	0.15	1.14
0.05	0.16	0.91
0.14	0.14	0.98
0.20	0.13	0.98
0.19	0.12	0.97
0.12	0.15	0.98
0.04	0.16	1.07
