X	Y	Z
-0.04	0.11	0.98
-0.02	0.12	1.01
-0.03	0.13	1.03
-0.07	0.10	0.97
-0.23	0.13	0.20
-0.34	-0.06	-0.72
0.31	-1.02	3.72
0.33	-2.52	6.39
-1.37	-3.38	-0.06
-1.00	-2.23	-4.62
-1.14	-1.16	-2.40
-0.43	-0.98	5.45
0.26	0.31	2.82
-0.16	0.31	0.48
-0.12	0.17	0.47
0.03	0.23	0.76
0.07	0.16	0.97
0.49	0.02	0.95
0.83	-0.00	0.91
0.83	0.10	0.47
0.81	0.10	0.39
0.98	0.06	0.66
1.12	-0.00	0.99
0.45	-0.02	0.87
-0.08	0.22	0.64
-0.03	0.25	0.77
-0.06	0.24	0.83
-0.03	0.25	1.04
-0.05	0.28	0.92
-0.02	0.30	0.93
-0.03	0.31	0.78
-0.01	-0.03	0.52
0.05	-0.48	1.04
0.01	-0.62	1.10
-0.03	-0.49	0.95
-0.01	-0.50	0.99
-0.02	-0.59	1.19
-0.03	-0.54	1.46
-0.05	-0.36	0.77
-0.11	-0.03	0.46
-0.15	0.14	0.81
-0.06	0.19	1.03
-0.00	0.15	1.03
-0.03	0.13	1.07
-0.02	0.16	1.15
-0.44	0.24	0.65
-0.69	0.45	0.24
-0.81	0.51	0.18
-0.88	0.53	0.15
-0.78	0.58	-0.11
-0.90	0.55	0.10
-0.84	0.55	-0.04
-0.77	0.51	0.01
-0.31	0.29	0.49
-0.19	0.12	1.37
0.15	0.15	1.03
0.26	0.15	0.94
0.27	0.16	1.00
0.15	0.20	0.78
-0.12	0.19	-0.25
-0.36	-0.13	0.60
0.07	-1.89	6.83
-1.12	-2.72	1.95
-0.52	-2.82	-4.50
-0.59	-1.91	-3.82
-1.71	-1.15	5.42
-0.03	0.60	3.03
-0.13	0.31	0.25
-0.21	0.08	0.63
0.03	0.20	0.95
-0.06	0.28	1.09
-0.07	0.27	0.95
0.04	0.23	0.72
0.30	0.11	0.87
0.75	0.10	0.78
0.94	0.11	0.74
0.71	0.10	0.54
0.84	0.04	0.65
0.88	0.04	0.75
0.80	0.12	0.80
0.20	-0.03	0.84
-0.18	0.13	0.89
-0.02	0.13	0.96
-0.01	0.16	0.97
-0.07	0.20	0.84
-0.01	0.22	0.80
-0.09	-0.02	0.36
0.14	-0.57	0.96
-0.24	-0.64	1.10
-0.11	-0.61	1.15
-0.05	-0.60	1.21
-0.06	-0.64	1.57
-0.03	-0.54	0.89
-0.12	-0.09	0.54
-0.09	0.12	0.55
0.00	0.08	0.95
0.02	0.07	1.07
-0.03	0.08	1.30
-0.07	0.09	1.15
-0.53	0.35	0.12
-0.77	0.50	0.22
-0.76	0.53	-0.03
-0.93	0.56	-0.06
-0.90	0.58	-0.03
-0.77	0.57	-0.10
-0.49	0.41	-0.06
-0.35	0.25	1.09
-0.16	0.25	1.14
0.02	0.20	1.07
0.03	0.19	0.79
-0.21	0.21	-0.55
-0.23	-0.59	0.93
0.54	-1.70	7.04
-0.97	-2.41	2.59
-0.89	-3.05	-3.83
-0.46	-1.98	-4.76
-1.93	-1.56	4.59
-0.22	0.29	3.93
-0.07	0.41	-0.12
-0.16	0.13	0.64
-0.02	0.18	1.08
-0.02	0.27	0.96
-0.03	0.23	0.82
0.21	0.11	0.75
0.80	0.04	0.87
0.94	-0.00	0.78
0.81	0.02	0.61
0.80	0.06	0.64
0.79	0.06	0.78
0.64	0.03	0.76
0.09	0.03	1.23
-0.28	0.15	0.53
-0.11	0.17	1.13
-0.16	0.20	0.84
-0.09	0.24	0.93
-0.10	0.20	0.77
-0.19	-0.06	0.27
0.05	-0.73	1.09
-0.19	-0.72	1.25
-0.24	-0.54	1.01
-0.08	-0.59	1.14
-0.14	-0.66	1.53
0.00	-0.46	0.75
-0.18	-0.01	0.42
-0.09	0.11	0.71
0.01	0.04	1.09
0.01	0.03	1.38
-0.14	0.07	0.82
-0.77	0.32	0.18
-0.72	0.46	0.08
-0.77	0.55	-0.02
-0.87	0.61	-0.09
-0.90	0.62	-0.17
-0.48	0.54	-0.03
-0.64	0.29	0.59
-0.04	0.20	1.09
0.13	0.14	1.03
0.24	0.12	1.01
0.16	0.12	0.96
-0.13	0.13	0.38
0.02	0.18	-0.53
-0.34	-1.53	5.20
-0.36	-2.86	5.13
-1.47	-3.76	-2.15
-0.07	-2.46	-5.59
-1.90	-2.13	-0.31
-0.61	-0.98	6.93
-0.06	0.55	0.95
-0.18	0.29	0.35
-0.10	0.10	0.78
-0.10	0.21	0.95
-0.16	0.29	0.85
0.01	0.21	0.46
0.75	-0.11	0.75
1.00	-0.18	0.74
0.89	-0.15	0.86
0.87	-0.11	0.95
0.69	-0.12	1.18
0.44	-0.10	0.89
0.03	0.10	0.52
-0.42	0.21	0.57
-0.32	0.18	1.14
-0.36	0.24	0.95
-0.32	0.27	1.06
-0.32	0.33	0.78
-0.23	0.31	0.73
-0.22	0.13	0.41
-0.09	-0.46	0.32
0.14	-0.78	1.66
-0.16	-0.66	1.08
-0.11	-0.52	0.99
-0.13	-0.61	1.40
-0.11	-0.61	1.41
-0.03	-0.34	0.41
-0.07	0.04	0.49
-0.14	0.09	0.80
-0.04	0.06	1.14
-0.02	0.05	1.37
-0.39	0.11	0.65
-0.77	0.44	-0.07
-0.79	0.53	0.28
-0.75	0.62	-0.09
-0.86	0.65	-0.02
-0.64	0.61	-0.09
-0.41	0.25	0.37
-0.24	0.04	1.43
-0.00	0.11	0.97
-0.08	0.18	0.94
-0.18	0.18	0.57
-0.15	0.12	-0.20
-0.18	-1.25	1.71
0.41	-2.38	5.82
-1.23	-3.02	2.47
-1.16	-3.31	-3.49
0.23	-2.19	-4.99
-2.31	-2.08	3.58
0.02	0.45	4.73
-0.18	0.48	0.68
-0.21	0.13	0.60
0.07	0.07	0.80
-0.07	0.17	1.00
-0.18	0.25	1.01
-0.18	0.25	0.82
0.07	0.14	0.85
0.66	0.11	0.99
0.67	0.08	0.59
0.67	0.09	0.51
0.91	0.06	0.72
1.03	0.05	0.72
0.99	0.03	0.80
0.39	-0.04	0.83
-0.43	0.23	0.32
-0.25	0.35	1.10
-0.10	0.36	0.89
-0.18	0.37	0.98
-0.23	0.38	0.95
-0.16	0.43	0.84
-0.19	0.47	0.72
-0.35	0.22	0.32
0.04	-0.60	0.62
0.19	-0.80	1.35
-0.38	-0.52	0.98
-0.21	-0.54	1.22
-0.11	-0.60	1.44
-0.12	-0.60	1.26
-0.02	-0.23	0.33
-0.07	0.21	0.51
-0.03	0.22	0.93
0.06	0.16	1.07
0.06	0.13	1.15
0.08	0.08	1.16
-0.50	0.28	0.30
-0.76	0.50	0.19
-0.96	0.52	0.19
-0.95	0.59	-0.17
-0.87	0.56	-0.10
-0.80	0.52	-0.18
-0.27	0.17	0.38
-0.10	0.14	1.47
0.22	0.20	0.78
0.08	0.18	1.02
-0.10	0.13	0.78
-0.14	-0.04	-0.60
-0.40	-0.86	2.57
-0.88	-2.46	6.52
-1.52	-4.24	1.20
0.30	-3.78	-5.39
-1.15	-2.68	-4.09
-2.23	-1.63	6.72
-0.07	0.16	3.28
0.01	0.33	0.03
-0.08	0.15	0.57
-0.10	0.20	1.06
-0.06	0.23	1.03
-0.11	0.23	0.66
0.05	0.12	0.61
0.72	-0.06	0.95
0.76	-0.00	0.79
0.84	0.04	0.64
0.87	0.03	0.73
0.87	-0.02	0.76
0.81	-0.02	0.78
0.72	-0.01	0.70
0.45	-0.04	1.00
-0.03	0.05	0.83
-0.20	0.15	0.75
-0.21	0.14	1.03
-0.18	0.16	1.03
-0.17	0.20	1.05
-0.10	0.26	0.82
-0.09	0.22	0.63
-0.15	-0.02	0.57
-0.01	-0.53	0.67
0.05	-0.71	1.53
-0.08	-0.65	1.07
-0.09	-0.56	0.83
-0.14	-0.66	1.37
-0.09	-0.72	1.62
0.00	-0.36	0.43
-0.15	0.13	0.34
-0.10	0.12	0.69
-0.02	0.11	1.05
-0.05	0.15	1.10
-0.08	0.12	1.32
-0.38	0.21	0.56
-0.59	0.41	0.25
-0.96	0.47	0.08
-0.95	0.56	-0.13
-0.89	0.58	-0.13
-0.75	0.56	-0.29
-0.44	0.27	0.19
-0.23	0.08	1.14
-0.04	0.10	1.09
0.14	0.09	1.07
-0.02	0.17	0.61
-0.20	0.27	-1.12
0.01	-1.38	5.80
-0.02	-2.45	5.15
-1.45	-4.22	-2.30
0.20	-2.58	-6.15
-2.36	-2.14	1.62
-0.25	-0.33	5.56
0.19	0.37	0.97
-0.25	0.23	0.61
-0.00	0.16	0.94
0.02	0.18	1.01
-0.04	0.26	0.94
0.08	0.23	0.88
-0.00	0.24	0.92
-0.04	0.25	0.97
-0.00	0.26	1.00
-0.12	0.30	0.90
