X	Y	Z
0.07	0.12	1.00
0.07	0.11	1.02
0.04	0.15	0.96
0.07	0.14	1.03
-0.06	0.13	0.90
-0.05	0.12	0.28
-0.01	0.04	-0.27
-0.03	-1.06	4.16
-0.16	-1.98	5.72
-1.01	-2.74	-1.16
-0.20	-1.73	-4.72
-1.08	-1.07	-0.81
-0.76	-0.49	5.43
0.06	0.38	1.67
-0.19	0.27	0.37
0.07	0.14	0.79
0.03	0.23	0.83
-0.11	0.21	1.00
-0.07	0.11	0.83
-0.04	-0.06	0.68
-0.11	-0.32	1.03
-0.02	-0.44	1.12
-0.15	-0.45	1.12
-0.22	-0.40	0.99
-0.15	-0.46	1.27
-0.18	-0.53	1.51
0.05	-0.20	0.70
0.03	0.15	0.47
0.03	0.28	0.72
0.05	0.25	0.90
0.10	0.23	1.00
0.05	0.22	1.16
-0.03	0.20	1.06
-0.58	0.37	0.36
-0.84	0.44	0.22
-0.94	0.41	0.06
-0.92	0.47	0.03
-0.98	0.50	0.04
-0.74	0.41	0.17
-0.37	0.27	0.65
-0.14	0.24	1.21
0.03	0.25	0.80
0.05	0.16	1.08
0.09	0.15	1.02
0.07	0.20	1.01
-0.01	0.17	1.24
-0.01	0.35	0.70
-0.02	0.59	0.81
0.02	0.72	0.48
-0.08	0.84	0.47
-0.04	0.89	0.47
-0.08	0.93	0.50
0.00	0.92	0.31
-0.12	0.72	0.40
0.12	0.53	0.79
0.01	0.25	1.03
-0.14	0.24	0.76
-0.19	0.01	1.04
0.09	-0.06	1.29
-0.06	-0.02	0.96
-0.04	-0.03	1.11
-0.09	-0.01	1.02
-0.08	0.02	0.87
-0.17	0.04	0.26
0.11	-0.18	0.19
-0.75	-1.55	6.25
-1.25	-2.41	2.54
-0.47	-2.36	-4.23
-0.08	-1.29	-3.92
-1.71	-1.15	4.39
-0.23	0.43	2.97
-0.08	0.43	0.45
-0.10	0.09	0.99
-0.02	0.17	0.97
0.02	0.23	0.96
0.03	0.23	0.96
-0.08	0.23	0.77
-0.00	-0.05	0.69
0.01	-0.26	0.98
-0.01	-0.36	1.10
-0.13	-0.41	0.96
-0.12	-0.48	1.09
-0.20	-0.50	1.08
-0.22	-0.46	1.36
-0.12	-0.36	1.14
-0.08	-0.19	0.68
-0.06	0.13	0.61
-0.10	0.18	0.81
-0.04	0.17	0.98
-0.03	0.14	1.01
-0.10	0.13	1.24
-0.25	0.19	0.91
-0.53	0.37	0.30
-0.84	0.40	0.36
-0.99	0.37	0.10
-0.95	0.41	0.02
-0.91	0.41	-0.03
-0.99	0.45	-0.02
-0.63	0.35	0.15
-0.63	0.22	0.84
-0.23	0.23	0.94
-0.11	0.14	0.97
0.06	0.13	1.00
0.10	0.09	1.03
0.17	0.07	1.00
0.14	0.07	1.04
0.10	0.06	1.07
0.18	0.04	1.22
0.02	0.16	1.07
-0.09	0.39	0.85
0.07	0.71	0.34
-0.02	0.76	0.51
-0.13	0.88	0.46
-0.08	0.91	0.47
-0.05	0.95	0.41
0.02	0.90	0.35
-0.17	0.63	0.29
0.12	0.20	0.56
0.20	-0.11	1.18
0.09	-0.09	1.27
0.06	-0.04	1.22
0.03	-0.04	1.11
-0.05	0.02	0.56
0.08	0.01	-0.24
-0.66	-0.97	4.63
-0.67	-2.56	5.04
-0.51	-3.06	-2.91
-0.34	-1.43	-5.05
-1.73	-1.43	2.23
-0.01	-0.19	4.85
-0.14	0.46	0.53
-0.12	0.08	0.69
0.06	0.10	0.94
-0.01	0.22	0.94
-0.12	0.27	0.90
-0.11	0.21	0.86
-0.06	0.08	0.66
-0.03	-0.17	0.78
0.07	-0.45	1.26
-0.11	-0.49	1.13
-0.08	-0.42	1.01
-0.09	-0.43	1.02
-0.11	-0.45	1.13
-0.14	-0.38	1.24
-0.10	-0.23	0.91
-0.14	0.08	0.61
-0.13	0.22	0.76
-0.14	0.21	0.89
-0.13	0.19	1.03
-0.11	0.18	1.00
-0.09	0.15	1.21
-0.43	0.22	0.53
-0.90	0.37	-0.08
-1.02	0.36	0.18
-1.00	0.36	0.05
-0.91	0.38	0.00
-0.99	0.41	0.01
-0.64	0.29	0.16
-0.49	0.12	0.79
-0.37	0.10	1.22
-0.16	0.13	0.80
-0.18	0.08	0.99
-0.24	0.03	1.17
-0.24	0.02	1.42
-0.09	0.13	0.91
0.06	0.63	0.33
-0.13	0.78	0.27
-0.22	0.84	0.42
-0.14	0.89	0.53
-0.12	0.99	0.47
-0.07	1.04	0.26
-0.04	0.74	0.36
-0.07	0.44	0.59
-0.08	-0.00	0.81
0.10	-0.12	1.16
-0.11	-0.17	1.41
0.03	-0.06	1.09
-0.01	0.01	0.93
-0.20	0.04	-0.12
-0.02	-0.28	0.46
-0.31	-1.82	6.64
-1.10	-2.77	2.67
-0.61	-2.63	-4.57
-0.44	-1.68	-4.31
-2.05	-1.45	4.95
-0.12	0.14	3.43
0.06	0.24	0.40
-0.08	0.06	0.55
0.04	0.05	1.04
-0.03	0.11	1.05
-0.01	0.11	1.06
0.00	0.10	1.00
-0.04	0.09	0.95
-0.05	0.07	0.73
-0.04	-0.15	0.73
0.01	-0.39	1.07
-0.12	-0.48	1.07
-0.24	-0.46	1.02
-0.14	-0.48	1.04
-0.20	-0.50	1.37
-0.15	-0.39	1.00
-0.01	-0.10	0.67
-0.18	0.10	0.64
-0.14	0.09	0.92
-0.11	0.08	1.02
-0.13	0.07	1.05
-0.15	0.08	1.15
-0.27	0.15	0.66
-0.72	0.21	0.46
-0.92	0.24	0.45
-1.05	0.23	0.28
-0.98	0.27	0.09
-0.95	0.28	0.06
-0.99	0.32	0.15
-0.71	0.26	0.15
-0.47	0.16	0.84
-0.30	0.12	0.93
-0.07	0.07	1.05
-0.03	0.04	1.06
-0.04	0.03	1.04
-0.09	0.00	1.22
-0.13	-0.04	1.29
-0.04	0.28	0.73
0.07	0.61	0.63
0.05	0.65	0.50
-0.10	0.78	0.46
-0.08	0.85	0.51
-0.01	0.93	0.65
0.01	0.95	0.60
-0.04	0.94	0.53
-0.30	0.69	0.58
0.06	0.18	-0.07
-0.08	-0.36	1.19
-0.20	-0.32	1.37
-0.12	-0.17	1.24
-0.08	-0.07	1.21
-0.18	-0.02	0.88
-0.17	0.01	0.23
0.22	-0.05	-0.24
-0.32	-1.89	4.79
-1.09	-3.07	4.74
-0.61	-3.59	-4.04
-0.18	-2.03	-5.71
-2.52	-2.56	3.38
-0.61	-0.31	5.00
-0.22	0.45	0.43
-0.25	0.12	0.47
0.09	0.02	1.06
0.01	0.12	1.04
-0.09	0.17	0.93
-0.10	0.15	0.74
-0.11	-0.09	0.77
-0.07	-0.30	1.06
-0.06	-0.32	1.01
-0.16	-0.38	0.98
-0.17	-0.48	1.09
-0.15	-0.47	1.23
-0.11	-0.41	1.17
-0.20	-0.23	0.93
-0.09	0.12	0.33
-0.19	0.15	1.00
-0.12	0.16	0.98
-0.06	0.15	0.96
-0.12	0.10	1.05
-0.12	0.10	1.04
-0.47	0.17	0.72
-0.87	0.30	0.35
-0.90	0.28	0.23
-0.95	0.31	0.09
-1.01	0.33	0.06
-0.92	0.37	-0.03
-0.73	0.28	0.18
-0.47	0.10	0.81
-0.38	0.02	1.06
-0.11	0.02	1.01
-0.07	-0.01	1.03
-0.07	-0.02	1.03
-0.17	-0.06	1.31
-0.03	-0.12	1.24
0.09	0.34	0.55
0.08	0.63	0.64
-0.08	0.71	0.50
-0.10	0.78	0.52
-0.09	0.89	0.62
-0.09	0.97	0.45
0.08	0.76	0.31
-0.32	0.26	0.72
0.11	-0.11	0.85
0.12	-0.22	1.47
-0.10	-0.11	1.13
-0.04	-0.07	1.06
-0.02	-0.05	0.96
-0.18	0.01	0.56
-0.05	-0.12	-0.45
-0.37	-1.27	2.74
-0.51	-2.55	6.32
-1.29	-3.45	-0.32
-0.12	-2.42	-5.94
-1.78	-1.92	-1.79
-1.44	-1.20	6.66
-0.08	0.38	0.92
-0.28	0.29	0.22
-0.09	0.06	0.91
0.00	0.15	0.98
-0.09	0.14	1.10
-0.11	0.10	0.79
-0.09	-0.01	0.69
-0.05	-0.28	0.77
-0.20	-0.50	1.26
-0.12	-0.48	1.05
-0.21	-0.51	1.12
-0.12	-0.51	1.04
-0.10	-0.51	1.22
-0.20	-0.43	1.14
-0.10	-0.07	0.41
-0.06	0.21	0.70
-0.02	0.23	0.97
-0.02	0.21	1.03
-0.04	0.19	0.97
-0.08	0.14	1.08
-0.38	0.16	0.78
-0.79	0.25	0.55
-0.82	0.36	0.22
-0.97	0.32	0.12
-0.90	0.36	-0.01
-0.99	0.40	-0.03
-0.69	0.36	-0.09
-0.43	0.10	0.80
-0.41	0.08	1.21
-0.18	0.09	0.80
-0.19	0.01	1.14
-0.14	0.03	0.95
-0.16	0.02	1.15
-0.22	-0.01	1.35
-0.04	0.14	1.06
0.32	0.57	0.46
0.09	0.65	0.12
-0.27	0.79	0.44
-0.13	0.93	0.56
0.02	1.00	0.72
0.05	0.90	0.24
0.05	0.55	0.39
-0.24	-0.02	0.60
-0.28	-0.36	1.58
-0.11	-0.19	1.29
-0.10	-0.04	0.90
-0.14	-0.04	0.88
-0.04	-0.05	-0.56
-0.39	-0.84	0.56
-0.46	-2.68	7.08
-1.36	-3.68	1.72
-0.64	-2.78	-5.28
-1.07	-1.64	-3.66
-1.74	-1.46	6.00
0.22	0.22	2.34
-0.26	0.40	0.19
-0.09	0.09	0.97
-0.10	0.16	1.01
-0.12	0.26	1.03
0.08	0.19	0.97
-0.11	0.26	0.94
-0.06	0.24	0.88
-0.07	0.23	0.96
-0.06	0.28	0.95
-0.09	0.29	0.90
