X	Y	Z
0.11	0.13	1.00
0.08	0.14	1.01
0.08	0.11	1.00
-0.02	0.17	0.95
0.00	0.13	0.97
0.01	0.13	0.80
-0.31	0.01	0.17
0.15	-0.34	-0.16
0.13	-0.71	4.60
-0.21	-1.70	5.76
-1.15	-3.14	-0.08
-0.15	-2.46	-4.67
-1.01	-1.12	-2.40
-1.07	-0.82	5.24
0.10	0.47	2.30
-0.02	0.27	0.62
-0.05	0.05	0.69
0.01	0.11	0.87
-0.03	0.15	1.03
-0.30	0.18	1.04
-0.61	0.16	0.51
-0.95	0.14	0.77
-0.94	0.18	0.47
-0.92	0.25	0.36
-0.92	0.27	0.40
-0.46	0.12	0.38
-0.16	-0.10	1.56
0.27	0.10	0.85
0.14	0.11	0.77
0.13	0.10	1.06
0.07	0.09	0.99
0.24	0.11	1.09
0.20	0.18	0.96
0.13	0.31	1.01
0.23	0.54	0.67
0.06	0.69	0.52
0.02	0.74	0.64
0.03	0.75	0.65
0.09	0.76	0.67
0.03	0.79	0.45
0.03	0.63	0.42
-0.01	-0.09	0.98
0.36	-0.16	1.52
0.02	-0.04	1.05
-0.01	0.06	0.95
0.05	0.04	0.94
-0.02	0.06	0.75
-0.09	0.11	-0.05
-0.14	-0.51	3.28
-0.22	-2.02	5.93
-1.12	-3.35	-0.31
-0.27	-2.43	-5.54
-1.40	-1.57	-1.98
-0.98	-0.89	6.10
0.07	0.38	1.91
-0.23	0.28	0.71
0.01	0.04	0.84
-0.01	0.13	0.87
0.02	0.13	1.07
0.09	0.13	1.10
0.01	0.16	0.97
-0.09	0.14	0.98
-0.16	0.14	0.97
-0.57	0.21	0.37
-1.03	0.22	0.69
-0.90	0.22	0.31
-0.88	0.25	0.42
-0.96	0.27	0.27
-0.94	0.28	0.29
-0.56	0.17	0.40
-0.29	0.06	1.25
0.02	0.11	1.00
-0.02	0.09	0.91
-0.04	0.11	1.02
-0.08	0.15	0.92
-0.03	0.14	1.11
-0.06	0.14	1.21
-0.05	0.25	1.03
0.17	0.57	0.38
0.05	0.71	0.66
-0.02	0.76	0.54
-0.14	0.80	0.62
-0.05	0.82	0.63
-0.02	0.83	0.56
-0.03	0.79	0.34
-0.02	0.48	0.50
0.07	-0.10	0.69
0.24	-0.32	1.68
-0.14	-0.14	1.16
-0.10	-0.03	1.02
-0.05	-0.06	0.95
-0.01	-0.12	1.03
-0.02	-0.07	0.92
-0.09	0.01	0.66
-0.11	-0.03	0.06
-0.27	-1.20	4.28
-0.40	-2.64	5.60
-1.53	-3.64	-1.60
0.17	-2.29	-5.95
-1.39	-1.88	-1.29
-1.46	-0.85	6.18
-0.22	0.54	1.77
-0.08	0.21	0.74
0.01	-0.01	0.78
0.00	0.09	0.94
-0.01	0.13	1.02
-0.03	0.16	1.09
-0.16	0.14	1.10
-0.34	0.14	0.91
-0.56	0.32	0.34
-0.90	0.35	0.30
-0.98	0.29	0.30
-0.97	0.27	0.40
-0.92	0.31	0.35
-0.73	0.26	0.53
-0.39	0.18	0.91
-0.12	0.25	0.95
-0.07	0.23	0.84
-0.09	0.21	1.01
-0.08	0.18	1.11
-0.05	0.16	1.17
-0.15	0.33	0.95
-0.08	0.56	0.82
-0.06	0.75	0.33
-0.09	0.84	0.39
-0.15	0.87	0.42
-0.11	0.86	0.57
-0.06	0.87	0.52
-0.08	0.93	0.12
-0.18	0.57	0.35
-0.08	0.22	0.38
-0.08	-0.20	1.68
-0.01	-0.05	1.27
-0.03	0.02	1.08
0.00	0.01	1.05
-0.08	0.03	0.87
-0.08	0.02	0.69
-0.04	0.05	0.00
-0.22	-0.58	3.43
-0.68	-1.81	5.74
-1.40	-3.44	0.27
0.18	-2.86	-5.37
-0.66	-1.78	-3.46
-2.00	-1.23	6.15
-0.41	0.39	2.68
0.17	0.32	0.60
-0.03	0.05	0.78
0.02	0.06	0.87
0.01	0.16	1.00
-0.08	0.18	1.02
-0.06	0.19	1.12
-0.16	0.20	0.90
-0.70	0.18	0.79
-0.71	0.23	0.61
