X	Y	Z
-0.01	0.17	0.97
-0.03	0.17	0.99
-0.01	0.17	1.01
0.00	0.17	1.18
-0.15	0.20	1.07
-0.28	0.29	-0.13
-0.03	0.09	-0.82
-0.19	-1.33	6.11
-0.74	-2.13	4.50
-1.32	-2.87	-1.93
0.16	-1.90	-5.10
-1.19	-1.56	-0.18
-0.82	-0.34	5.80
-0.05	0.50	1.65
-0.12	0.29	0.49
0.00	0.18	0.74
-0.09	0.27	0.79
-0.03	0.11	0.66
-0.02	-0.19	0.67
-0.08	-0.42	1.07
-0.07	-0.49	1.30
-0.09	-0.54	1.45
-0.06	-0.53	1.61
-0.13	-0.47	1.10
-0.09	0.03	0.13
-0.10	0.34	0.45
-0.12	0.31	0.91
-0.02	0.24	1.13
-0.03	0.20	1.13
0.04	0.14	1.29
-0.34	0.33	0.09
-0.63	0.54	-0.39
-1.00	0.53	-0.16
-0.98	0.57	-0.37
-0.65	0.54	-0.29
-0.25	0.16	0.36
-0.42	0.19	1.53
-0.09	0.28	0.63
0.12	0.14	1.09
0.03	0.10	1.19
-0.25	0.03	1.64
0.11	-0.19	1.37
-0.01	0.50	-0.50
-0.17	0.85	-0.02
-0.20	0.96	0.08
-0.17	1.07	0.23
-0.18	1.10	0.17
-0.14	0.70	0.05
0.21	0.17	0.61
-0.09	-0.07	1.48
-0.14	-0.03	1.24
0.05	0.09	1.16
-0.07	0.13	1.15
-0.31	0.18	0.87
-0.15	0.20	0.40
0.57	-0.03	0.88
1.04	-0.02	0.85
0.78	0.10	0.38
0.80	0.12	0.50
0.94	0.08	0.63
0.95	0.12	0.59
1.13	-0.02	0.69
0.27	-0.03	0.73
-0.35	0.16	0.90
-0.11	0.23	0.78
-0.13	0.21	0.26
-0.20	0.06	-0.13
-0.05	-0.79	5.72
-0.97	-2.15	5.00
-1.58	-3.71	-2.86
0.32	-2.45	-5.86
-2.26	-2.25	1.62
-0.86	-0.40	5.55
0.28	0.38	1.20
-0.20	0.19	0.35
0.11	0.01	0.88
0.04	0.17	0.96
-0.05	0.13	0.88
-0.06	-0.11	0.55
0.03	-0.46	0.82
-0.11	-0.50	1.37
-0.07	-0.47	1.26
-0.05	-0.52	1.57
-0.07	-0.46	1.10
-0.18	-0.16	0.60
-0.12	0.20	0.32
-0.08	0.20	1.03
-0.13	0.20	0.99
-0.05	0.16	1.11
-0.07	0.12	1.28
-0.16	0.15	0.70
-0.77	0.41	-0.10
-0.95	0.40	0.23
-0.92	0.43	-0.01
-0.97	0.44	-0.08
-0.71	0.34	0.20
-0.45	0.19	0.90
-0.14	0.20	0.90
-0.03	0.13	1.03
0.10	0.08	1.10
0.09	0.10	1.05
0.08	0.09	1.25
-0.07	0.07	1.32
-0.15	0.08	1.10
0.08	0.53	0.17
-0.32	0.84	-0.26
-0.32	0.88	0.17
-0.31	1.00	0.17
-0.17	1.01	-0.16
-0.44	0.59	0.35
0.24	0.30	0.66
-0.04	0.17	1.47
-0.42	0.27	0.97
-0.20	0.31	1.11
-0.25	0.31	1.02
-0.36	0.33	0.82
-0.18	0.34	0.70
0.15	0.23	0.69
0.62	0.16	0.94
0.74	0.13	0.69
0.73	0.13	0.76
0.78	0.13	0.75
0.85	0.14	0.86
0.56	0.01	1.07
