X	Y	Z
0.07	0.25	0.95
0.11	0.24	0.97
0.09	0.24	1.00
0.09	0.23	0.92
0.06	0.24	0.98
0.05	0.24	0.93
-0.07	0.21	0.94
-0.08	0.18	0.70
0.08	0.08	0.20
-0.09	-0.10	0.38
-0.11	-0.81	4.63
-0.15	-2.11	4.86
-0.80	-3.13	-1.45
-0.18	-1.89	-5.09
-1.48	-1.32	0.52
-0.47	0.03	5.30
-0.06	0.37	1.60
-0.15	0.12	0.54
0.12	0.06	0.76
-0.01	0.23	0.91
-0.02	0.25	0.82
-0.03	0.09	0.58
-0.01	-0.28	1.00
0.05	-0.48	1.26
-0.08	-0.40	1.12
-0.07	-0.38	1.09
-0.05	-0.47	1.52
-0.09	-0.35	1.08
-0.14	-0.00	0.57
-0.06	0.17	0.59
-0.08	0.16	0.83
-0.06	0.15	1.04
-0.08	0.16	1.05
-0.13	0.19	0.86
-0.45	0.14	0.73
-1.00	0.19	0.51
-0.97	0.27	0.19
-0.99	0.27	0.25
-1.06	0.33	0.20
-0.81	0.29	0.37
-0.59	0.22	0.64
-0.41	0.18	0.95
-0.19	0.17	0.94
-0.10	0.17	0.97
-0.15	0.17	1.01
-0.14	0.17	1.00
-0.11	0.16	1.11
-0.13	0.19	1.04
0.01	0.37	0.79
0.28	0.63	0.60
0.04	0.71	0.60
-0.10	0.81	0.62
0.03	0.85	0.67
0.09	0.79	0.48
0.12	0.40	0.30
0.01	-0.12	1.17
0.04	-0.13	1.55
-0.06	0.07	0.91
0.00	0.09	1.10
-0.04	0.11	0.86
-0.13	0.13	0.15
-0.15	-0.18	0.04
-0.27	-1.23	6.09
-1.17	-2.34	4.47
-0.69	-3.63	-3.25
0.22	-2.23	-5.30
-1.70	-1.17	1.98
-0.46	0.24	5.14
-0.04	0.33	1.57
-0.08	-0.03	0.62
-0.06	0.09	0.76
-0.10	0.22	0.99
0.01	0.22	1.05
-0.03	0.24	0.95
-0.10	0.23	0.76
-0.07	0.10	0.69
-0.00	-0.18	0.89
-0.09	-0.40	1.05
-0.17	-0.45	1.18
-0.18	-0.41	1.10
-0.24	-0.41	1.23
-0.18	-0.38	1.15
-0.19	-0.28	1.10
-0.08	0.03	0.49
-0.03	0.18	0.76
-0.08	0.21	0.93
-0.05	0.18	0.97
-0.07	0.17	1.05
-0.26	0.15	0.93
-0.63	0.19	0.83
-0.72	0.32	0.10
-0.92	0.31	0.30
-1.04	0.32	0.13
-1.05	0.38	0.21
-0.70	0.27	0.44
-0.55	0.19	0.90
-0.39	0.30	0.69
-0.25	0.25	0.97
-0.28	0.24	0.94
-0.32	0.25	1.05
-0.27	0.22	1.12
-0.19	0.24	1.06
0.24	0.48	0.68
0.07	0.63	0.49
-0.21	0.74	0.50
-0.04	0.79	0.62
0.00	0.83	0.64
-0.00	0.90	0.60
-0.04	0.71	0.36
0.08	0.08	0.61
0.26	-0.12	1.50
-0.13	0.11	1.01
0.02	0.14	1.12
0.04	0.12	0.99
-0.02	0.12	0.64
-0.07	0.07	-0.17
-0.07	-0.56	3.65
-0.51	-1.72	5.87
-1.18	-3.20	0.32
-0.55	-2.74	-4.61
-0.95	-1.51	-3.32
-1.09	-1.00	5.38
0.22	0.46	2.80
0.06	0.27	0.85
-0.05	0.07	0.83
-0.03	0.13	0.79
-0.03	0.20	1.13
-0.03	0.22	1.09
-0.03	0.21	0.89
-0.02	0.18	0.87
-0.03	0.14	0.70
-0.01	-0.10	0.51
0.06	-0.44	1.28
-0.04	-0.45	1.19
-0.06	-0.45	1.19
0.01	-0.45	1.36
-0.09	-0.36	1.31
-0.06	-0.05	0.35
-0.16	0.10	0.80
-0.11	0.10	0.88
-0.01	0.10	1.02
-0.04	0.12	1.04
-0.14	0.14	1.01
-0.35	0.12	0.95
-0.52	0.30	0.62
-0.74	0.33	0.13
-1.17	0.32	0.34
-0.90	0.41	0.15
-0.68	0.34	0.32
-0.47	0.19	0.95
-0.40	0.20	0.98
-0.15	0.20	0.91
-0.11	0.20	0.98
-0.14	0.20	1.02
-0.12	0.18	1.16
-0.10	0.21	1.14
-0.07	0.29	0.90
0.15	0.66	0.40
0.07	0.75	0.50
0.02	0.81	0.61
-0.02	0.88	0.61
0.03	0.94	0.23
0.08	0.28	0.23
0.20	-0.20	1.64
-0.04	-0.00	1.08
-0.05	0.10	1.12
-0.01	0.13	0.88
0.04	0.10	0.63
-0.08	0.10	-0.07
-0.29	-0.40	1.65
0.29	-1.54	6.69
-1.00	-2.99	2.74
-0.98	-3.36	-3.57
-0.60	-1.82	-5.15
-1.64	-1.66	2.19
-0.25	-0.19	5.58
0.04	0.35	1.35
-0.06	0.16	0.62
-0.05	0.10	0.64
-0.05	0.20	0.96
-0.02	0.24	1.05
-0.05	0.24	0.78
-0.18	0.06	0.76
-0.08	-0.17	0.90
-0.03	-0.30	1.00
-0.14	-0.35	1.19
-0.14	-0.35	1.16
-0.12	-0.41	1.46
-0.14	-0.30	1.30
-0.10	-0.07	0.33
-0.12	0.06	0.84
-0.08	0.17	0.86
-0.07	0.19	0.94
-0.11	0.16	1.06
-0.15	0.15	1.00
-0.31	0.19	0.75
-0.62	0.25	0.81
-0.78	0.32	0.38
-0.99	0.35	0.26
-0.95	0.41	0.16
-0.79	0.39	0.20
-0.54	0.25	0.69
-0.42	0.24	1.06
-0.27	0.26	0.76
-0.14	0.21	1.06
-0.17	0.22	0.95
-0.15	0.23	0.98
-0.21	0.18	1.02
-0.09	0.09	1.44
0.11	0.28	0.94
0.11	0.63	0.20
-0.23	0.80	0.40
-0.21	0.85	0.48
0.05	0.88	0.53
-0.04	0.98	0.41
-0.01	0.80	0.40
-0.06	0.06	0.47
0.13	-0.21	1.55
-0.05	-0.06	1.20
-0.07	0.09	0.94
0.04	0.08	0.92
-0.06	0.08	0.51
-0.01	0.13	-0.11
-0.20	-1.17	4.63
-0.04	-2.45	5.03
-1.24	-3.62	-1.13
-0.38	-2.11	-5.13
-1.17	-1.67	-2.20
-1.05	-1.47	5.79
-0.03	0.27	2.68
-0.08	0.34	0.78
-0.14	0.16	0.60
-0.02	0.12	0.67
-0.04	0.19	0.98
-0.08	0.22	0.89
-0.13	0.12	0.64
-0.13	-0.12	0.94
-0.12	-0.25	1.12
-0.12	-0.32	1.22
-0.16	-0.34	1.32
-0.19	-0.32	1.30
-0.14	-0.20	1.13
-0.16	0.14	0.31
-0.16	0.29	0.81
-0.15	0.29	0.83
-0.11	0.25	1.02
-0.10	0.23	0.98
-0.14	0.23	1.10
-0.26	0.27	0.71
-0.73	0.45	0.02
-0.99	0.45	0.14
-1.03	0.41	0.31
