X	Y	Z
-0.05	0.23	0.97
-0.03	0.21	0.98
-0.03	0.22	0.99
-0.04	0.23	0.98
-0.02	0.24	0.98
-0.06	0.24	0.99
-0.17	0.29	0.51
-0.05	0.09	-0.06
-0.19	-0.24	1.72
0.49	-1.24	6.36
-0.83	-2.76	2.08
-0.63	-2.68	-2.94
-0.05	-1.58	-3.96
-1.84	-1.25	2.29
0.04	0.37	4.79
-0.19	0.48	1.04
-0.13	0.07	0.66
-0.01	0.09	0.75
-0.07	0.19	0.95
-0.08	0.19	0.97
-0.09	0.15	0.79
-0.08	-0.00	0.78
-0.05	-0.22	0.89
0.02	-0.37	1.03
-0.00	-0.46	1.10
-0.03	-0.49	1.18
-0.04	-0.48	1.29
-0.08	-0.41	1.35
-0.11	-0.28	0.99
-0.07	-0.01	0.64
-0.06	0.20	0.67
-0.10	0.29	0.75
-0.10	0.29	0.95
-0.08	0.29	0.88
-0.05	0.24	0.67
-0.07	0.21	0.47
-0.07	0.05	3.44
-0.80	-1.33	5.46
-1.23	-2.87	0.17
0.32	-2.70	-4.28
-0.56	-2.00	-3.00
-1.58	-1.17	4.73
-0.38	0.66	3.44
0.10	0.28	1.18
-0.07	0.08	0.65
-0.09	0.11	0.76
-0.13	0.17	1.01
-0.05	0.19	1.07
-0.06	0.18	0.93
-0.08	0.14	0.76
-0.13	-0.02	0.72
-0.03	-0.24	0.95
-0.08	-0.35	1.09
-0.04	-0.43	1.08
-0.12	-0.45	0.97
-0.14	-0.45	1.04
-0.17	-0.45	1.06
-0.21	-0.45	1.27
-0.12	-0.46	1.38
-0.09	-0.21	0.75
-0.05	0.12	0.52
-0.05	0.12	0.78
-0.04	0.17	0.99
-0.04	0.22	0.93
-0.01	0.22	0.69
-0.05	0.33	-0.14
-0.31	-0.13	2.72
0.24	-1.22	6.44
-0.83	-2.60	0.24
-0.24	-2.63	-4.62
-1.69	-1.65	-1.81
-0.66	-0.49	5.31
-0.07	0.59	2.17
-0.18	0.24	0.73
-0.15	0.06	0.91
-0.03	0.12	0.95
-0.04	0.15	1.05
-0.07	0.15	0.96
-0.09	0.11	0.79
0.00	-0.04	0.96
-0.00	-0.14	0.93
-0.08	-0.20	1.06
-0.04	-0.26	0.92
-0.02	-0.36	0.97
-0.09	-0.40	1.02
-0.13	-0.42	0.99
-0.09	-0.40	0.99
-0.11	-0.40	1.02
-0.10	-0.39	1.11
-0.12	-0.36	1.19
-0.10	-0.22	1.03
-0.06	-0.04	0.83
-0.04	0.10	0.72
-0.07	0.16	0.83
-0.08	0.17	0.93
-0.02	0.19	0.94
-0.02	0.18	0.84
-0.03	0.20	0.25
-0.30	0.17	1.94
0.09	-1.49	6.30
-0.75	-2.36	-0.38
-0.33	-2.54	-4.62
-0.90	-1.86	-2.04
-0.75	-0.95	5.73
-0.18	0.54	2.53
-0.17	0.30	0.83
-0.23	0.13	0.84
-0.05	0.11	0.94
-0.04	0.15	1.02
-0.05	0.18	1.04
-0.09	0.19	0.88
-0.10	0.15	0.80
0.01	-0.01	0.92
0.07	-0.11	0.96
0.07	-0.18	1.03
-0.01	-0.24	0.90
-0.09	-0.33	1.01
-0.07	-0.38	1.01
-0.09	-0.41	1.04
-0.14	-0.41	1.00
-0.15	-0.39	0.95
-0.13	-0.40	1.11
-0.14	-0.39	1.30
-0.11	-0.24	0.92
-0.05	-0.06	0.79
-0.03	0.06	0.79
-0.05	0.09	0.87
-0.06	0.11	0.89
-0.02	0.12	0.92
-0.08	0.12	0.63
-0.03	0.17	0.73
0.24	-0.44	5.56
-0.75	-2.17	3.60
-0.78	-2.96	-2.74
-0.67	-2.21	-5.55
-1.68	-2.50	1.86
-0.05	-0.31	5.68
-0.18	0.47	1.40
-0.27	0.15	1.07
-0.12	0.10	0.87
-0.06	0.09	0.89
-0.05	0.11	1.00
-0.05	0.16	0.88
-0.14	0.16	0.73
-0.09	0.01	0.82
-0.01	-0.18	0.84
-0.00	-0.30	1.05
-0.02	-0.37	1.11
-0.03	-0.41	1.09
-0.09	-0.39	1.02
-0.14	-0.39	1.03
-0.07	-0.42	1.35
-0.21	-0.41	1.55
-0.11	-0.10	0.51
-0.09	0.10	0.40
-0.17	0.08	0.76
-0.03	0.06	0.95
-0.08	0.13	0.66
-0.14	0.00	-0.33
-0.09	-0.80	3.14
-0.07	-1.50	6.42
-1.25	-3.14	0.78
-0.24	-2.69	-5.07
-1.52	-1.77	-3.02
-0.97	-1.20	5.73
0.05	0.47	2.64
-0.17	0.28	0.58
0.02	0.01	0.75
0.04	0.10	0.98
0.04	0.13	1.04
-0.04	0.16	0.94
-0.08	0.18	0.89
-0.07	0.16	0.98
-0.04	0.17	1.00
-0.08	0.20	1.00
-0.03	0.17	1.01
-0.02	0.14	0.98
-0.06	0.15	0.98
-0.06	0.17	1.00
-0.08	0.16	0.97
