X	Y	Z
-0.02	0.19	0.99
-0.00	0.19	0.96
-0.07	0.18	1.06
-0.07	0.18	0.79
-0.16	0.21	0.03
-0.06	0.05	0.54
0.76	-0.98	5.72
-0.32	-1.92	3.10
-1.01	-2.15	-2.93
-0.23	-1.07	-3.75
-0.75	-0.60	2.36
0.10	0.30	3.75
0.05	0.33	1.09
0.01	0.11	0.83
0.05	0.14	0.90
-0.07	0.20	1.10
-0.32	0.24	0.89
-0.61	0.36	0.47
-0.79	0.41	0.18
-0.95	0.42	-0.03
-1.04	0.42	0.09
-0.80	0.46	-0.01
-0.46	0.26	0.54
-0.26	0.15	0.99
0.06	0.14	1.08
0.18	0.11	1.04
0.20	0.12	0.98
0.17	0.11	1.04
0.15	0.09	1.26
0.03	0.08	1.14
0.05	0.35	0.79
0.04	0.69	0.39
-0.21	0.86	0.28
-0.13	0.88	0.39
-0.08	0.92	0.41
-0.08	1.01	0.29
-0.11	0.95	0.15
-0.09	0.47	0.14
0.03	-0.10	1.21
-0.10	0.02	1.45
-0.11	0.08	1.14
-0.04	0.15	0.95
-0.09	0.15	1.06
-0.12	0.18	0.83
0.05	0.11	0.82
0.57	-0.01	0.99
0.79	0.00	0.74
0.86	0.08	0.50
0.81	0.11	0.41
0.87	0.10	0.56
0.88	0.03	0.87
0.38	0.01	0.92
-0.08	0.19	0.80
-0.04	0.18	0.91
-0.10	0.21	0.39
0.25	0.21	0.25
-0.06	-0.51	4.82
-0.28	-1.86	3.84
-0.46	-1.90	-2.76
-0.23	-1.45	-3.82
-1.07	-1.03	1.65
0.06	-0.00	4.78
-0.03	0.51	1.12
-0.07	0.07	0.68
0.12	0.01	0.74
0.10	0.11	0.94
0.04	0.11	1.13
-0.09	0.14	1.12
-0.37	0.20	0.77
-0.77	0.27	0.70
-0.80	0.36	0.25
-0.87	0.39	0.32
-0.85	0.42	0.17
-0.92	0.42	0.18
-0.72	0.39	0.26
-0.48	0.23	0.77
-0.17	0.20	0.94
0.13	0.18	1.11
0.23	0.15	0.88
0.19	0.14	1.04
0.18	0.14	0.96
0.23	0.12	1.02
0.22	0.10	1.14
0.15	0.14	1.19
0.04	0.29	1.02
0.25	0.41	0.75
-0.05	0.74	0.17
-0.22	0.88	0.33
-0.09	0.90	0.43
-0.01	0.93	0.41
-0.05	0.95	0.22
-0.11	0.76	0.21
0.13	0.39	0.60
-0.05	0.17	1.00
-0.22	0.05	1.27
-0.02	0.06	1.24
-0.03	0.11	1.05
-0.02	0.11	1.07
-0.12	0.15	0.87
0.04	0.10	0.86
0.48	0.02	0.91
