X	Y	Z
-0.04	0.18	0.97
-0.02	0.16	0.99
-0.02	0.20	1.00
-0.08	0.18	1.01
-0.26	0.13	0.61
-0.22	0.10	-0.68
-0.18	-0.53	2.33
-0.22	-1.64	6.23
-1.15	-2.69	1.07
-0.55	-2.27	-4.63
-0.75	-1.51	-2.12
-1.07	-0.43	4.94
-0.23	0.57	2.22
-0.19	0.28	0.61
-0.14	0.08	0.92
-0.12	0.20	0.87
-0.17	0.13	0.63
0.02	-0.14	0.86
-0.06	-0.33	0.76
-0.09	-0.49	1.16
-0.03	-0.54	1.20
-0.08	-0.55	1.44
-0.12	-0.56	1.49
-0.10	-0.36	0.66
-0.06	0.04	0.32
-0.01	0.15	0.80
-0.12	0.15	1.06
-0.11	0.09	1.20
-0.11	0.03	1.25
-0.07	0.07	1.10
-0.26	0.46	0.22
-0.03	0.80	0.39
-0.30	0.92	0.44
-0.17	0.98	0.57
-0.24	0.91	0.35
-0.11	0.54	0.33
-0.11	-0.09	0.91
-0.07	-0.21	1.30
-0.02	-0.07	1.32
-0.10	0.02	1.03
-0.03	-0.01	0.99
-0.11	0.03	0.67
-0.04	0.09	-0.06
-0.54	-0.76	4.37
-0.80	-2.44	4.90
-0.96	-3.11	-2.81
-0.25	-1.93	-5.99
-2.03	-1.68	3.44
-0.17	0.08	4.57
-0.38	0.43	0.79
-0.07	-0.04	0.59
-0.04	0.05	0.75
-0.12	0.12	1.05
-0.16	0.16	0.87
-0.11	0.03	0.88
-0.07	-0.21	0.70
-0.03	-0.43	0.95
-0.08	-0.47	1.19
-0.12	-0.47	1.23
-0.19	-0.51	1.33
-0.19	-0.40	1.15
-0.05	-0.18	0.81
-0.04	0.06	0.54
-0.11	0.15	0.94
-0.11	0.23	0.87
-0.12	0.20	1.00
-0.12	0.15	1.23
-0.25	0.09	1.44
-0.32	0.25	0.80
0.01	0.59	0.19
-0.25	0.80	0.14
-0.18	0.92	0.24
-0.36	0.97	0.37
-0.14	0.97	0.16
-0.24	0.76	0.07
-0.08	0.22	0.42
-0.14	-0.12	1.53
-0.11	0.00	1.24
-0.04	0.08	1.08
-0.11	0.06	1.11
-0.15	0.08	0.74
-0.33	0.05	-0.43
-0.09	-0.79	2.39
-0.06	-1.92	6.55
-1.55	-3.37	0.99
-0.65	-2.59	-5.73
-1.11	-2.23	-2.44
-1.05	-1.00	5.75
-0.09	0.36	2.24
-0.35	0.29	0.78
-0.12	-0.01	0.90
-0.10	0.05	0.87
-0.14	0.10	0.98
-0.14	0.11	0.83
-0.12	-0.00	0.60
-0.02	-0.31	0.84
-0.06	-0.47	1.24
-0.16	-0.45	1.12
-0.10	-0.42	1.03
-0.15	-0.51	1.33
-0.11	-0.45	1.19
-0.11	-0.16	0.67
-0.13	0.08	0.51
-0.04	0.10	1.00
-0.11	0.09	1.17
-0.12	0.03	1.33
-0.20	0.09	1.11
-0.02	0.45	0.28
-0.21	0.77	0.32
-0.19	0.83	0.51
-0.24	0.88	0.64
-0.24	0.88	0.44
-0.22	0.65	-0.04
-0.09	0.03	0.76
-0.10	-0.08	1.57
-0.18	0.05	1.08
-0.12	0.10	1.03
-0.06	0.06	0.95
-0.17	0.08	0.59
-0.15	0.04	0.19
-0.47	-1.22	5.59
-0.98	-2.93	4.20
-1.18	-4.07	-3.70
-1.05	-2.19	-6.29
-2.13	-2.56	4.54
-0.57	0.05	4.66
-0.08	0.55	0.21
-0.33	0.10	0.87
-0.04	-0.01	1.24
-0.13	0.11	0.97
-0.15	0.13	0.77
-0.17	-0.01	0.60
-0.12	-0.33	0.65
-0.07	-0.62	1.43
-0.14	-0.55	1.07
-0.15	-0.47	1.14
-0.14	-0.45	1.06
-0.18	-0.45	1.19
-0.14	-0.29	0.90
-0.13	0.04	0.48
-0.11	0.21	0.79
-0.13	0.24	0.96
-0.21	0.19	1.12
-0.17	0.07	1.29
-0.32	0.23	0.77
-0.12	0.63	0.67
-0.10	0.75	0.44
-0.18	0.81	0.44
-0.29	0.83	0.46
-0.22	0.90	0.45
-0.31	0.77	0.03
0.06	0.08	0.70
-0.05	-0.17	1.60
-0.23	-0.06	1.05
-0.19	0.03	1.12
-0.14	0.05	1.04
-0.21	0.07	0.68
-0.41	-0.04	-0.06
0.23	-0.34	1.15
-0.56	-1.05	6.00
-1.41	-3.21	3.71
-0.60	-3.59	-5.02
-0.37	-2.23	-5.11
-2.33	-1.99	5.28
-0.70	0.26	3.67
-0.11	0.45	0.39
-0.08	0.03	0.86
-0.08	0.03	0.94
-0.15	0.12	1.02
-0.14	0.14	0.93
-0.17	0.13	0.79
-0.19	-0.02	0.60
-0.11	-0.34	0.83
-0.16	-0.50	1.24
-0.09	-0.49	1.19
-0.21	-0.44	1.11
-0.22	-0.43	1.17
-0.11	-0.50	1.23
-0.13	-0.21	0.64
-0.12	0.11	0.47
-0.09	0.11	1.01
-0.10	0.07	1.10
-0.13	0.03	1.23
-0.07	-0.01	1.18
-0.16	0.39	0.46
-0.17	0.74	0.54
-0.20	0.86	0.49
-0.20	0.85	0.58
-0.25	0.88	0.37
-0.33	0.68	0.09
0.02	0.18	0.62
-0.19	-0.17	1.51
-0.03	-0.05	1.23
-0.06	-0.00	1.05
-0.10	0.02	1.06
-0.12	0.03	0.86
-0.16	0.04	0.59
-0.05	0.01	0.06
-0.79	-1.03	3.93
-0.94	-3.02	5.52
-1.47	-4.22	-3.00
-0.50	-2.48	-6.19
-2.77	-2.31	3.33
-0.01	0.02	5.08
-0.14	0.59	0.28
-0.17	0.13	0.83
0.07	0.02	1.15
-0.04	0.16	0.92
-0.02	0.16	1.01
-0.00	0.16	0.99
-0.18	0.22	0.97
0.10	0.15	1.07
0.02	0.16	0.91
-0.09	0.24	0.90
-0.02	0.20	1.00
-0.04	0.20	0.98
-0.05	0.19	0.97
-0.06	0.20	0.96
-0.07	0.20	0.98
