X	Y	Z
-0.01	0.11	0.98
-0.01	0.10	1.01
0.01	0.10	0.99
-0.01	0.11	1.00
-0.02	0.16	0.95
-0.38	0.36	0.05
-0.40	-0.22	-1.22
0.26	-2.03	5.73
-0.59	-2.48	5.72
-1.57	-3.78	-0.83
-0.11	-2.51	-5.97
-1.68	-2.22	-1.47
-0.76	-1.10	6.46
0.02	0.35	2.08
-0.23	0.37	0.43
-0.05	0.16	0.70
-0.01	0.24	0.89
-0.03	0.21	0.69
-0.00	-0.00	0.59
-0.06	-0.29	0.82
-0.07	-0.47	1.25
-0.11	-0.49	1.17
-0.06	-0.49	1.21
-0.18	-0.49	1.19
-0.20	-0.50	1.41
-0.13	-0.47	1.17
-0.02	0.05	0.29
-0.05	0.34	0.42
-0.13	0.39	0.93
-0.04	0.38	0.87
-0.11	0.35	0.44
-0.24	0.21	-0.66
0.14	-1.41	5.70
-1.06	-2.88	4.99
-0.93	-4.50	-3.54
0.72	-2.69	-5.74
-2.41	-2.63	1.41
-0.56	-0.30	5.39
-0.06	0.65	0.70
-0.23	0.27	0.69
-0.03	0.21	1.08
0.01	0.23	1.11
-0.04	0.24	1.05
-0.07	0.26	0.96
-0.13	0.27	0.76
-0.03	0.27	0.63
-0.02	0.15	0.86
-0.07	0.01	0.82
0.12	-0.25	1.01
0.02	-0.41	1.11
-0.10	-0.41	1.14
-0.21	-0.41	1.11
-0.12	-0.43	0.98
-0.23	-0.48	1.26
-0.23	-0.54	1.69
-0.04	-0.41	0.85
-0.05	0.25	-0.06
-0.03	0.27	0.69
-0.04	0.32	1.01
0.05	0.35	0.82
-0.10	0.34	0.03
-0.26	-0.08	0.62
0.22	-1.71	7.32
-1.53	-3.93	3.07
-0.29	-4.54	-5.98
-0.50	-3.38	-4.82
-2.32	-3.19	5.31
0.00	0.13	3.76
-0.04	0.51	-0.00
-0.26	0.06	0.85
-0.04	0.05	1.03
-0.04	0.19	1.04
-0.02	0.20	1.07
-0.04	0.21	0.88
-0.07	0.12	0.42
0.01	-0.25	0.75
0.02	-0.44	1.05
-0.14	-0.53	1.14
-0.08	-0.53	1.07
-0.09	-0.54	1.09
-0.17	-0.51	1.17
-0.18	-0.51	1.38
-0.14	-0.38	1.02
-0.05	-0.11	0.86
-0.05	0.18	0.39
-0.04	0.27	0.78
-0.03	0.29	0.93
-0.00	0.27	0.60
-0.11	0.30	-0.41
0.18	-1.49	4.66
-0.08	-2.61	5.03
-1.26	-4.10	-1.82
0.41	-2.96	-6.30
-2.25	-2.91	0.73
-0.56	-0.36	6.59
0.05	0.60	0.97
-0.16	0.23	0.51
-0.09	0.11	0.85
0.04	0.19	0.92
0.02	0.21	1.02
-0.07	0.26	0.94
-0.10	0.22	0.69
-0.02	-0.00	0.68
0.03	-0.27	0.76
-0.03	-0.51	1.24
0.04	-0.52	1.08
-0.05	-0.46	1.11
-0.13	-0.45	1.02
-0.09	-0.48	0.91
-0.19	-0.53	1.31
-0.16	-0.51	1.56
-0.03	-0.26	0.60
-0.12	0.15	0.26
-0.15	0.23	0.68
-0.09	0.17	0.88
-0.09	0.16	-0.16
-0.37	-0.56	0.33
0.12	-1.96	6.64
-0.95	-3.67	4.42
-1.31	-4.53	-4.55
-0.56	-3.05	-6.02
-2.32	-2.50	4.90
0.05	0.01	4.67
-0.22	0.49	0.28
-0.19	0.13	0.70
-0.00	0.14	0.92
-0.09	0.25	0.92
-0.05	0.26	0.92
-0.06	0.25	0.90
-0.14	0.18	0.64
-0.01	-0.11	0.63
0.07	-0.40	1.01
-0.02	-0.49	1.24
-0.10	-0.50	1.20
-0.10	-0.47	0.99
-0.15	-0.44	0.96
-0.14	-0.44	1.07
-0.03	-0.49	1.63
-0.17	-0.39	1.03
-0.10	0.09	0.17
-0.07	0.19	0.73
-0.04	0.20	0.93
0.01	0.21	0.95
-0.03	0.21	0.81
-0.01	0.18	0.68
-0.00	0.26	-0.03
-0.43	-1.43	6.18
-1.01	-3.93	3.23
-0.11	-4.37	-5.54
-0.74	-2.56	-4.89
-1.43	-2.16	6.23
0.12	0.41	2.87
-0.13	0.40	0.61
-0.08	0.10	0.88
0.01	0.13	0.97
0.03	0.18	1.08
-0.04	0.17	0.87
-0.07	0.16	0.97
-0.07	0.17	0.96
-0.08	0.18	1.01
-0.00	0.16	1.01
-0.05	0.17	0.97
-0.08	0.16	0.95
