X	Y	Z
-0.01	0.22	0.97
-0.01	0.22	1.01
-0.00	0.25	1.00
-0.06	0.23	0.99
0.02	0.21	0.89
-0.05	0.19	0.55
-0.01	0.10	-0.17
-0.27	-0.44	2.64
-0.00	-1.23	6.05
-1.03	-2.49	0.76
-0.31	-2.36	-4.09
-0.70	-1.30	-2.18
-1.30	-0.33	4.51
0.00	0.40	2.56
-0.10	0.28	0.64
-0.10	0.07	0.82
-0.11	0.16	0.91
-0.08	0.25	0.99
-0.12	0.26	0.89
-0.17	0.22	0.67
-0.10	-0.07	0.39
0.06	-0.45	1.19
-0.01	-0.51	1.17
-0.08	-0.46	1.04
0.00	-0.51	1.17
-0.10	-0.55	1.51
-0.16	-0.52	1.29
0.09	-0.20	0.46
-0.10	0.20	0.46
-0.12	0.26	0.90
-0.09	0.24	0.98
-0.04	0.18	1.07
-0.06	0.15	1.16
-0.14	0.13	1.21
0.06	0.36	0.61
-0.25	0.78	0.05
-0.39	0.93	0.26
-0.16	0.95	0.37
-0.25	1.01	0.39
-0.31	1.00	0.23
-0.33	0.67	0.50
0.09	0.40	0.47
-0.09	0.09	1.03
-0.25	-0.05	1.19
0.01	-0.01	1.05
-0.02	-0.07	1.25
-0.03	-0.04	0.99
-0.05	-0.01	1.04
-0.09	0.02	0.91
-0.09	0.02	0.86
-0.30	-0.01	0.09
-0.05	-0.68	0.83
-0.09	-1.46	6.53
-0.70	-3.09	2.59
-1.15	-2.80	-4.53
-1.28	-2.00	-4.59
-1.46	-1.55	5.37
0.02	0.40	3.33
-0.21	0.33	0.70
-0.10	-0.00	0.79
-0.04	0.11	0.98
-0.11	0.16	1.05
-0.09	0.15	0.94
-0.12	0.14	0.70
-0.06	-0.01	0.74
-0.03	-0.30	0.73
-0.04	-0.44	1.24
-0.05	-0.50	1.15
-0.06	-0.51	0.98
-0.08	-0.48	0.95
-0.13	-0.54	1.19
-0.17	-0.50	1.26
-0.02	-0.30	0.91
-0.18	0.00	0.41
-0.09	0.14	0.96
-0.13	0.18	0.86
-0.09	0.16	1.03
-0.15	0.15	1.10
-0.21	0.14	1.13
-0.05	0.19	1.36
-0.10	0.53	0.19
-0.36	0.83	0.11
