X	Y	Z
0.14	0.20	0.98
0.09	0.21	0.95
0.10	0.19	0.99
0.02	0.21	0.95
-0.01	0.20	0.98
-0.14	0.22	0.14
0.12	0.03	0.01
0.01	-0.59	4.42
-0.40	-1.75	5.27
-0.71	-2.92	-0.80
0.09	-1.95	-4.54
-0.92	-1.17	-1.91
-0.65	-0.68	5.44
0.02	0.50	2.53
-0.13	0.39	0.47
-0.10	0.18	0.62
-0.04	0.24	0.70
-0.10	0.20	0.59
-0.02	-0.13	0.85
-0.09	-0.34	1.05
-0.04	-0.45	1.31
0.04	-0.46	1.47
-0.00	-0.51	1.68
-0.12	-0.28	0.83
-0.11	0.12	0.39
0.00	0.24	0.57
-0.00	0.21	0.98
-0.01	0.22	1.08
-0.05	0.25	1.04
-0.30	0.24	0.74
-0.70	0.25	0.29
-1.08	0.33	0.32
-1.03	0.35	0.20
-1.06	0.36	0.34
-0.65	0.29	0.42
-0.36	0.23	1.00
-0.10	0.22	0.85
-0.10	0.22	0.99
-0.05	0.21	1.07
-0.12	0.17	1.28
-0.06	0.30	0.78
0.08	0.58	0.55
0.13	0.76	0.45
-0.00	0.79	0.56
0.07	0.88	0.64
0.08	0.94	0.51
-0.10	0.63	0.20
0.26	0.08	1.14
0.08	0.10	1.26
-0.09	0.24	0.99
-0.00	0.30	0.97
-0.07	0.28	0.96
-0.16	0.25	0.62
0.64	-0.02	1.07
0.80	-0.01	0.75
0.66	0.11	0.53
0.71	0.12	0.46
0.97	0.05	0.64
1.00	0.06	0.80
0.77	0.03	0.83
0.06	0.09	0.92
-0.21	0.18	0.81
-0.14	0.24	0.89
-0.18	0.23	0.91
-0.14	0.22	0.93
-0.12	0.21	0.92
-0.08	0.20	0.69
-0.17	0.27	-0.11
0.17	-0.53	3.35
-0.23	-1.48	5.28
-1.05	-2.78	1.01
-0.77	-2.67	-3.98
-0.48	-1.12	-3.88
-1.99	-1.70	3.17
0.48	0.08	4.06
0.16	0.44	0.97
-0.28	0.23	0.79
0.03	0.12	0.84
0.07	0.20	0.93
-0.00	0.23	1.11
-0.02	0.22	1.02
-0.01	0.21	0.99
-0.04	0.24	0.76
-0.02	-0.00	0.39
0.07	-0.35	1.40
-0.01	-0.37	1.03
-0.15	-0.32	1.03
-0.11	-0.36	1.32
-0.02	-0.36	1.40
-0.08	-0.18	1.00
-0.17	0.15	0.41
-0.01	0.21	0.73
-0.01	0.21	0.96
-0.01	0.21	0.98
-0.03	0.17	1.20
-0.31	0.26	0.86
-0.53	0.39	0.36
-0.87	0.38	0.43
-0.91	0.39	0.49
-0.77	0.44	0.32
-0.83	0.42	0.47
-0.45	0.30	0.54
-0.34	0.21	1.16
-0.04	0.24	0.88
0.00	0.23	0.99
0.04	0.20	1.08
-0.06	0.21	1.01
-0.03	0.14	1.43
0.14	0.18	0.83
-0.06	0.73	0.30
-0.06	0.82	0.34
-0.05	0.90	0.33
-0.07	0.95	0.54
0.00	0.94	0.28
-0.30	0.67	0.28
0.23	0.08	0.67
0.17	0.02	1.34
-0.01	0.10	1.22
0.01	0.14	1.05
0.05	0.14	1.01
-0.07	0.17	0.92
0.00	0.12	0.74
0.61	-0.06	1.17
0.68	0.03	0.59
0.77	0.06	0.63
0.85	0.10	0.54
0.87	0.13	0.58
0.80	0.10	0.65
0.47	0.04	0.96
0.13	0.12	0.91
-0.05	0.15	0.93
-0.04	0.19	0.94
-0.10	0.20	0.96
-0.15	0.23	0.42
-0.08	0.12	-0.31
-0.61	-0.93	5.08
-0.20	-1.99	4.93
-1.02	-3.03	-0.78
-0.13	-2.21	-4.95
-1.33	-1.27	-1.48
-0.50	-0.69	4.50
0.41	0.01	3.66
-0.01	0.26	0.74
-0.23	0.10	0.57
0.03	0.05	0.78
0.03	0.15	0.96
0.03	0.23	1.05
-0.01	0.26	0.96
-0.11	0.17	0.71
-0.04	-0.04	0.80
-0.04	-0.21	0.85
-0.08	-0.36	1.13
-0.15	-0.42	1.13
-0.16	-0.41	1.23
-0.11	-0.38	1.22
-0.12	-0.37	1.34
-0.02	-0.20	0.87
