X	Y	Z
0.06	0.16	1.00
0.06	0.16	0.99
0.06	0.15	1.04
0.00	0.19	0.96
0.01	0.17	0.95
-0.00	0.18	0.93
-0.05	0.18	0.91
-0.01	0.15	0.74
0.01	0.11	0.54
0.05	0.10	0.12
0.10	-0.46	3.70
-0.28	-1.28	5.15
-0.60	-2.44	0.24
0.10	-1.93	-3.85
-0.56	-1.11	-2.62
-0.98	-0.86	3.61
-0.10	0.23	4.06
-0.15	0.28	0.97
-0.10	0.07	0.49
0.09	0.03	0.74
0.02	0.08	1.07
-0.18	0.11	1.15
-0.46	0.13	0.82
-0.75	0.16	0.46
-0.98	0.21	0.20
-1.06	0.27	0.16
-0.96	0.37	0.02
-0.57	0.24	0.37
-0.08	-0.05	1.09
0.07	0.03	1.24
0.25	0.06	0.79
0.26	0.06	0.87
0.09	0.07	1.02
0.01	0.06	0.87
-0.67	0.11	0.84
-1.02	0.34	-0.10
-0.94	0.34	0.12
-0.99	0.32	0.03
-0.97	0.40	-0.03
-0.60	0.27	0.19
-0.48	0.16	1.08
-0.05	0.20	0.98
0.24	0.16	0.88
0.14	0.14	0.67
-0.05	0.12	0.01
-0.08	-0.03	2.05
0.15	-1.68	6.95
-1.18	-3.18	0.51
-0.54	-2.87	-4.89
-0.76	-1.82	-3.03
-1.19	-1.49	5.07
-0.27	0.24	3.69
-0.08	0.30	1.34
-0.02	0.01	0.61
-0.02	0.04	0.58
0.05	0.13	0.87
0.09	0.11	1.11
0.10	0.11	1.03
0.06	0.12	0.97
-0.00	0.10	0.99
-0.36	0.08	0.80
-0.79	0.14	0.83
-0.87	0.26	0.14
-0.90	0.26	0.23
-0.99	0.27	0.22
-0.97	0.35	0.10
-0.73	0.27	0.35
-0.58	0.14	0.85
-0.21	0.16	0.93
0.12	0.10	0.98
0.23	0.08	1.07
0.20	0.13	0.91
0.18	0.14	0.95
0.16	0.14	1.00
0.01	0.09	1.09
-0.68	0.24	0.57
-0.83	0.41	0.03
-0.97	0.42	0.15
-0.92	0.42	-0.00
-0.86	0.43	0.01
-0.74	0.33	0.27
-0.48	0.14	0.81
-0.31	0.10	1.23
0.13	0.14	0.88
0.32	0.09	0.98
0.10	0.16	0.47
-0.11	0.26	-0.57
0.17	-0.84	4.90
-0.06	-1.90	5.65
-1.27	-2.99	-1.15
-0.52	-2.48	-4.74
-1.40	-1.88	-1.98
-0.77	-1.32	5.82
0.13	0.27	3.20
0.01	0.29	0.96
-0.02	0.02	0.60
-0.02	0.05	0.66
0.02	0.07	1.01
-0.07	0.11	1.17
-0.29	0.16	0.63
-1.04	0.21	0.77
-0.78	0.27	0.30
-0.82	0.33	0.32
-0.85	0.33	0.20
-0.90	0.32	0.36
-0.80	0.27	0.50
-0.44	0.11	0.73
-0.25	0.00	1.39
0.03	0.12	0.81
0.14	0.13	0.84
0.18	0.10	0.96
0.19	0.10	0.98
0.20	0.12	1.00
0.14	0.13	0.99
0.13	0.14	1.03
-0.33	0.14	0.75
-0.68	0.20	0.90
-0.93	0.29	0.27
-0.87	0.34	0.22
-0.84	0.33	0.08
-0.98	0.32	0.20
-0.89	0.35	0.11
-0.91	0.33	0.39
-0.71	0.23	0.54
-0.39	0.16	1.17
0.04	0.26	0.90
0.08	0.23	0.77
0.12	0.21	0.87
0.14	0.20	0.85
0.02	0.20	0.37
0.06	0.08	0.36
0.57	-1.21	6.46
-0.85	-2.87	4.11
-1.53	-3.80	-3.02
-0.42	-2.13	-5.38
-1.76	-2.20	-0.01
-0.20	-0.96	6.31
0.20	0.30	2.43
-0.01	0.24	0.78
-0.02	0.11	0.51
-0.01	0.12	0.73
0.10	0.12	0.98
0.12	0.14	1.09
0.07	0.16	1.05
0.03	0.12	1.17
-0.25	0.13	0.68
-0.80	0.28	0.66
-0.99	0.34	0.31
-0.87	0.38	0.23
-0.84	0.38	0.23
-0.90	0.39	0.18
-0.82	0.42	0.25
-0.53	0.28	0.52
-0.32	0.15	1.20
-0.05	0.18	0.91
0.11	0.13	1.00
0.11	0.13	1.01
0.11	0.15	0.92
0.09	0.15	1.00
0.00	0.14	1.11
-0.21	0.21	0.89
-0.54	0.36	0.48
-1.00	0.33	0.37
-0.95	0.39	0.22
-0.87	0.42	0.17
-0.91	0.40	0.22
-0.84	0.44	0.16
-0.41	0.27	0.29
-0.50	0.05	1.48
-0.10	0.16	0.88
0.14	0.10	1.06
0.14	0.13	0.89
0.07	0.16	0.71
0.04	0.21	0.32
0.28	-0.38	2.65
0.37	-1.94	5.31
-1.17	-3.03	0.17
-0.44	-2.01	-4.73
-0.97	-1.23	-2.89
-1.02	-1.29	4.58
0.31	0.09	3.41
0.16	0.29	0.93
-0.11	0.14	0.71
