X	Y	Z
0.09	0.07	1.08
0.05	0.09	0.99
0.04	0.09	0.96
0.05	0.10	0.99
-0.03	0.10	0.96
-0.11	0.09	0.97
-0.13	0.15	0.78
-0.07	0.19	-0.08
0.03	-0.40	0.91
-0.56	-1.46	6.28
-1.40	-2.30	1.95
-0.44	-2.56	-3.95
-0.32	-1.25	-3.42
-1.47	-0.69	4.43
-0.72	0.38	3.12
-0.00	0.28	0.44
-0.15	0.13	0.62
-0.19	0.13	0.96
-0.08	0.13	0.97
0.16	0.05	0.78
0.60	-0.08	1.10
0.75	-0.06	0.78
0.77	-0.02	0.64
0.75	0.01	0.78
0.75	0.03	0.83
0.62	0.01	0.82
-0.05	-0.01	1.05
-0.38	0.14	0.78
-0.33	0.18	0.85
-0.33	0.16	0.80
-0.30	0.14	0.89
-0.32	0.12	1.04
-0.33	0.12	1.07
-0.57	0.21	0.53
-0.81	0.38	-0.10
-0.95	0.38	-0.02
-0.85	0.40	-0.28
-1.02	0.45	-0.60
-0.69	0.43	-0.48
-0.38	0.15	0.61
-0.42	0.13	1.13
-0.08	0.13	0.93
0.11	0.10	1.09
0.11	0.12	0.97
0.09	0.13	0.96
0.03	0.13	0.79
0.03	0.08	0.87
0.16	0.04	1.20
0.12	0.08	1.20
-0.01	0.11	0.87
-0.05	0.11	0.54
0.10	0.24	0.58
-0.65	-1.67	6.39
-1.49	-2.85	1.06
-0.02	-2.21	-5.66
-1.01	-1.91	-2.44
-1.66	-1.55	6.27
-0.04	0.38	2.00
-0.31	0.30	0.61
-0.23	0.05	1.00
-0.16	0.15	0.83
-0.07	0.16	0.95
-0.04	0.12	0.99
0.05	0.12	0.86
0.33	0.07	0.86
0.72	0.00	0.86
0.78	0.01	0.76
0.72	0.02	0.63
0.84	-0.03	0.66
0.86	-0.01	0.81
0.56	-0.01	0.84
0.05	0.00	1.00
-0.18	0.11	0.83
-0.08	0.11	0.88
-0.07	0.09	0.95
-0.06	0.07	1.01
-0.07	0.07	1.11
-0.10	0.01	1.28
-0.44	0.20	0.41
-0.92	0.39	-0.01
-0.85	0.36	-0.10
-0.92	0.33	-0.05
-1.02	0.36	-0.05
-0.93	0.38	-0.08
-0.68	0.28	-0.03
-0.40	0.10	1.23
-0.07	0.15	0.92
0.06	0.14	0.96
0.09	0.12	1.04
0.04	0.13	0.97
0.02	0.13	0.83
-0.37	0.20	-0.52
0.52	-0.51	2.63
0.53	-1.46	6.48
-1.24	-2.99	0.49
-1.48	-2.63	-5.21
-1.69	-2.02	-2.01
-0.77	-1.08	6.65
-0.09	0.58	1.84
-0.12	0.25	0.33
-0.15	0.06	0.77
-0.00	0.09	1.04
-0.07	0.17	0.97
-0.02	0.13	0.78
0.34	-0.03	0.98
0.70	-0.05	0.84
0.81	0.03	0.67
0.77	0.06	0.61
0.81	0.04	0.57
0.84	0.04	0.62
0.80	0.03	0.79
0.32	-0.06	0.94
-0.16	0.03	0.88
-0.21	0.09	0.94
-0.22	0.11	0.93
-0.23	0.09	1.02
-0.16	0.09	1.02
-0.20	0.10	1.02
-0.20	0.11	1.15
-0.50	0.24	0.29
-0.97	0.33	0.01
-0.89	0.31	-0.06
-1.05	0.35	-0.20
-0.88	0.39	-0.25
-1.07	0.44	-0.23
-0.63	0.37	-0.33
-0.33	0.08	0.67
-0.32	0.04	1.29
0.04	0.10	0.91
0.14	0.06	0.98
0.08	0.06	1.07
0.03	0.10	0.76
-0.01	0.25	-0.11
0.07	-0.66	3.61
0.29	-2.02	5.35
-1.49	-2.97	-1.53
-1.06	-2.12	-5.30
-1.81	-2.02	0.72
0.07	-0.27	6.27
-0.16	0.60	0.57
-0.09	0.21	0.71
-0.04	0.09	1.00
0.05	0.13	0.99
0.02	0.15	0.87
0.19	0.08	0.71
0.81	-0.08	1.16
0.78	-0.01	0.41
0.78	0.01	0.42
0.91	0.02	0.56
0.90	0.05	0.55
1.11	-0.04	0.75
0.96	-0.08	0.81
0.05	0.04	0.71
-0.18	0.12	0.79
-0.07	0.15	0.92
-0.02	0.12	0.94
-0.01	0.11	1.03
-0.04	0.12	1.09
0.02	0.12	1.14
-0.74	0.23	0.31
-0.87	0.30	0.00
-0.96	0.31	-0.03
-0.97	0.33	-0.09
-0.98	0.37	-0.14
-1.00	0.41	-0.24
-0.69	0.34	-0.03
-0.27	0.12	0.80
-0.03	0.12	1.12
0.21	0.09	1.01
0.15	0.09	1.07
-0.03	0.13	0.73
-0.07	0.24	-0.20
-0.45	-0.47	3.26
0.09	-2.00	6.08
-1.36	-3.13	-1.65
-0.62	-2.38	-5.96
-2.17	-2.42	1.13
-0.80	-0.46	6.38
-0.31	0.60	0.18
-0.30	0.15	0.54
-0.14	-0.01	1.02
-0.15	0.16	0.97
-0.11	0.21	1.08
-0.08	0.19	0.81
0.19	0.07	0.84
0.62	-0.04	0.88
0.51	0.04	0.71
0.64	0.02	0.83
0.81	-0.09	0.87
0.77	-0.08	0.87
0.68	-0.03	0.95
0.41	-0.02	0.87
-0.20	0.07	0.77
-0.42	0.19	0.68
-0.30	0.15	1.05
-0.24	0.14	0.89
-0.22	0.13	0.96
-0.19	0.09	1.25
-0.16	0.13	0.94
-0.61	0.25	0.46
-0.85	0.41	-0.33
-0.90	0.37	-0.09
-1.07	0.39	-0.13
-0.86	0.40	-0.15
-0.74	0.29	0.19
-0.41	0.16	0.85
-0.08	0.18	1.04
0.32	0.09	1.00
0.21	0.06	1.09
0.07	0.12	0.99
0.03	0.14	0.87
-0.09	0.15	0.40
0.04	0.11	-0.01
-0.62	-1.24	5.62
-1.44	-3.09	4.36
-1.32	-4.18	-5.25
0.01	-2.06	-4.82
-1.74	-1.70	5.41
-0.62	0.32	3.92
-0.13	0.39	0.23
-0.25	0.06	0.58
