X	Y	Z
0.08	0.17	1.00
0.09	0.17	0.98
0.06	0.17	0.98
0.01	0.17	0.97
0.02	0.18	1.01
-0.01	0.17	0.94
-0.10	0.20	0.75
-0.22	0.16	0.15
-0.10	-0.22	-0.37
0.29	-1.11	4.82
-0.32	-1.64	5.31
-1.18	-2.86	-0.88
-0.49	-1.78	-4.88
-1.01	-0.77	-0.62
-0.51	-0.43	4.96
0.06	0.11	2.02
-0.14	0.10	0.60
-0.05	0.07	0.93
-0.04	0.10	1.11
-0.04	0.10	1.41
-0.06	0.35	0.50
0.02	0.60	0.43
-0.06	0.83	0.49
-0.12	0.96	0.39
-0.03	0.97	0.34
-0.01	0.73	0.06
0.02	-0.07	0.56
0.15	-0.19	1.54
0.04	-0.09	1.35
0.15	-0.05	1.06
0.14	-0.07	1.02
0.09	-0.10	1.21
0.04	-0.15	1.58
-0.05	0.04	0.54
-0.01	0.42	0.61
-0.02	0.70	0.47
-0.13	0.92	0.27
-0.06	0.99	0.35
-0.16	1.00	0.16
0.08	0.64	-0.06
-0.27	-0.20	0.80
0.10	-0.27	1.57
0.02	-0.15	1.28
0.02	-0.08	1.12
0.03	-0.05	0.99
-0.10	0.04	0.22
-0.05	0.00	0.11
-0.15	-1.90	6.62
-0.84	-2.96	2.13
-0.84	-2.70	-4.19
-0.71	-1.32	-4.66
-1.82	-1.78	4.49
-0.14	0.05	4.29
-0.17	0.36	0.34
-0.10	0.04	0.62
0.03	-0.02	1.05
0.00	0.03	1.13
-0.01	0.04	1.04
-0.01	0.07	1.07
-0.04	0.09	1.16
-0.09	0.25	0.87
-0.09	0.46	0.76
-0.13	0.66	0.59
-0.04	0.79	0.51
-0.08	0.82	0.51
-0.04	0.86	0.48
-0.10	0.88	0.31
0.01	0.66	0.26
-0.03	0.26	0.82
-0.00	-0.02	1.08
0.10	-0.13	1.33
0.08	-0.13	1.08
0.08	-0.14	1.09
0.05	-0.14	1.06
-0.02	-0.15	1.26
0.00	-0.17	1.50
0.05	-0.03	1.01
-0.17	0.45	0.19
0.06	0.60	0.74
-0.10	0.74	0.44
-0.03	0.80	0.56
-0.02	0.85	0.38
-0.13	0.83	0.26
0.05	0.47	0.25
0.08	0.02	1.24
0.10	-0.09	1.13
0.16	-0.08	1.04
-0.01	-0.18	1.12
0.11	-0.25	1.12
0.09	-0.22	1.19
0.01	-0.16	0.89
0.07	0.14	-0.27
-0.20	-0.48	2.17
-0.06	-2.22	6.21
-0.98	-3.11	0.46
-0.94	-1.83	-5.16
-1.44	-1.47	-2.12
-0.60	-1.19	5.18
0.08	0.13	2.82
-0.11	0.24	0.63
-0.04	0.00	0.69
-0.01	-0.03	0.87
