X	Y	Z
0.12	0.16	0.98
0.08	0.14	0.93
0.06	0.12	1.01
-0.02	0.19	0.78
-0.01	0.09	0.99
-0.04	0.08	0.45
0.04	-0.07	0.53
-0.18	-0.10	4.86
-1.18	-1.70	4.73
-0.89	-3.14	-1.04
0.42	-2.43	-4.04
-0.97	-1.49	-2.13
-1.42	-0.59	5.41
-0.40	0.54	3.06
-0.07	0.31	0.72
-0.18	0.17	0.41
-0.10	0.19	0.64
-0.05	0.11	0.86
-0.02	-0.10	0.79
0.00	-0.31	1.02
-0.13	-0.43	1.16
-0.20	-0.40	1.22
-0.22	-0.39	1.40
-0.25	-0.37	1.38
-0.12	-0.12	0.75
-0.03	0.09	0.65
0.04	0.29	0.56
0.00	0.30	0.85
0.00	0.31	1.00
-0.01	0.28	1.20
-0.33	0.29	0.59
-0.54	0.32	0.75
-0.99	0.39	-0.11
-0.96	0.42	0.08
-1.00	0.45	0.02
-0.78	0.45	0.18
-0.58	0.31	0.39
-0.24	0.20	0.99
0.09	0.16	1.03
0.18	0.13	1.10
0.11	0.16	0.95
0.14	0.15	1.17
-0.03	0.15	1.15
-0.01	0.18	1.09
0.01	0.49	0.54
0.05	0.73	0.53
-0.03	0.79	0.40
-0.11	0.89	0.38
-0.12	1.00	0.40
-0.15	0.93	0.06
-0.15	0.29	0.49
0.52	-0.06	1.59
0.32	0.11	0.89
0.10	0.21	1.04
-0.02	0.27	1.01
-0.03	0.28	0.83
0.22	0.14	0.62
0.61	0.00	1.21
0.60	0.03	0.74
0.88	0.18	0.31
1.14	0.13	0.26
0.92	0.19	0.38
0.91	0.19	0.52
0.91	0.05	0.56
0.50	0.05	0.75
-0.21	0.07	1.08
-0.20	0.10	0.92
-0.09	0.14	0.85
-0.08	0.14	0.92
-0.26	0.11	0.28
-0.18	-0.09	0.05
0.00	-0.79	6.35
-0.64	-2.08	3.74
-0.80	-2.59	-2.65
-0.62	-1.74	-4.24
-1.59	-1.73	0.31
-0.11	-0.31	5.92
0.02	0.57	1.52
-0.17	0.19	0.78
0.01	0.05	0.66
-0.06	0.17	0.87
-0.01	0.20	1.07
0.03	0.17	0.89
-0.05	0.11	0.81
-0.07	-0.05	0.73
0.02	-0.25	0.93
-0.06	-0.39	1.20
-0.10	-0.40	1.16
-0.11	-0.41	1.28
-0.06	-0.38	1.31
-0.19	-0.31	1.12
-0.16	0.07	0.46
-0.02	0.24	0.68
-0.06	0.22	0.84
0.00	0.18	1.08
-0.02	0.20	1.08
-0.18	0.21	0.98
-0.44	0.25	0.72
-0.83	0.33	0.28
-0.91	0.36	0.37
-0.88	0.36	0.24
-1.02	0.41	0.20
-0.63	0.37	0.23
-0.35	0.17	0.72
-0.16	0.13	1.36
-0.10	0.16	0.82
0.04	0.17	1.02
-0.07	0.18	1.08
-0.05	0.14	1.20
0.08	0.11	1.48
0.16	0.40	0.33
-0.11	0.71	0.15
-0.10	0.82	0.45
-0.01	0.90	0.47
-0.06	0.94	0.57
-0.02	0.98	0.37
-0.15	0.77	0.13
-0.05	0.16	0.67
-0.11	-0.07	1.65
-0.11	0.17	0.80
-0.17	0.20	1.10
-0.15	0.21	0.99
-0.06	0.19	0.91
0.25	0.11	0.85
0.64	0.07	0.90
0.77	0.09	0.61
0.79	0.15	0.51
0.85	0.14	0.65
0.89	0.13	0.77
0.70	0.06	0.84
0.16	0.13	0.89
-0.22	0.20	0.92
-0.16	0.22	0.77
-0.17	0.23	0.88
-0.20	0.23	1.05
-0.21	0.24	0.78
-0.17	0.21	0.16
-0.18	0.06	0.41
0.02	-1.08	6.66
-0.92	-2.27	3.29
-1.24	-3.41	-2.71
0.31	-2.36	-5.24
-1.92	-1.91	1.16
-0.45	-0.03	6.07
-0.08	0.55	1.19
-0.11	0.27	0.63
-0.01	0.16	0.58
0.09	0.19	1.00
0.01	0.29	1.05
0.03	0.32	0.93
-0.04	0.27	0.75
-0.10	0.11	0.67
-0.03	-0.15	0.88
-0.14	-0.28	1.24
-0.14	-0.21	1.20
-0.11	-0.26	1.23
-0.10	-0.27	1.37
-0.15	-0.10	1.05
-0.07	0.15	0.59
-0.04	0.30	0.63
-0.02	0.32	0.83
0.01	0.31	0.99
-0.01	0.30	1.01
-0.02	0.27	1.10
-0.32	0.30	0.74
-0.74	0.41	0.37
-0.83	0.41	0.54
-0.85	0.42	0.32
-0.92	0.46	0.28
-0.79	0.44	0.33
-0.56	0.37	0.45
-0.42	0.27	0.96
-0.13	0.24	1.01
0.01	0.25	0.93
0.02	0.23	0.92
0.05	0.20	1.02
0.03	0.19	1.02
0.03	0.18	1.18
0.05	0.21	1.18
0.04	0.38	0.76
-0.11	0.67	0.48
-0.03	0.80	0.46
-0.08	0.86	0.38
0.00	0.94	0.35
-0.20	0.96	0.21
-0.02	0.83	0.41
-0.00	0.54	0.50
0.04	0.27	1.22
-0.08	0.27	1.12
-0.04	0.33	0.92
-0.09	0.33	0.99
-0.10	0.33	0.88
-0.03	0.29	0.75
0.22	0.15	0.97
0.44	0.07	0.86
0.74	0.00	0.86
0.79	0.01	0.74
0.84	0.03	0.54
0.82	0.08	0.50
0.91	0.07	0.80
0.54	0.09	0.70
0.17	0.10	1.09
-0.21	0.18	0.80
-0.09	0.19	0.95
-0.16	0.19	0.88
-0.13	0.22	0.82
-0.14	0.23	0.19
-0.20	0.03	0.61
-0.19	-1.49	6.68
-1.35	-2.70	2.34
-0.71	-3.16	-3.59
0.10	-1.98	-4.72
-2.25	-1.89	2.43
-0.34	0.00	6.02
0.10	0.47	0.83
-0.23	0.24	0.45
-0.06	0.11	0.84
0.04	0.14	0.95
-0.02	0.21	1.03
-0.05	0.23	1.05
-0.05	0.20	0.96
-0.03	0.17	0.96
-0.03	0.18	0.99
-0.02	0.22	0.92
-0.12	0.17	0.62
-0.02	-0.15	0.77
0.00	-0.30	1.24
-0.10	-0.37	1.07
-0.16	-0.37	1.11
-0.16	-0.38	1.35
-0.16	-0.29	1.22
-0.14	-0.07	0.81
-0.13	0.14	0.57
0.02	0.20	0.87
-0.07	0.21	0.90
-0.05	0.21	1.00
-0.07	0.22	0.95
-0.21	0.21	1.06
-0.55	0.27	0.68
-0.78	0.34	0.56
-0.83	0.35	0.41
-0.87	0.38	0.25
-0.93	0.41	0.24
-0.63	0.34	0.36
-0.52	0.19	0.85
-0.27	0.16	1.15
-0.10	0.18	0.90
-0.07	0.15	0.96
0.00	0.15	1.04
-0.04	0.17	1.03
-0.04	0.15	1.30
-0.14	0.27	0.91
0.03	0.57	0.59
0.10	0.72	0.40
-0.01	0.77	0.48
-0.02	0.87	0.62
-0.10	0.93	0.49
-0.04	0.85	0.36
0.03	0.56	0.57
-0.14	0.22	0.83
-0.14	0.18	1.16
-0.21	0.16	1.16
-0.10	0.17	0.98
-0.11	0.19	1.02
-0.18	0.19	1.00
-0.17	0.19	0.97
-0.11	0.16	0.84
0.17	0.07	0.98
0.54	0.02	0.98
0.62	0.02	0.71
0.61	0.10	0.66
0.81	0.06	0.72
0.81	0.06	0.78
0.75	0.05	0.80
0.24	0.09	0.88
0.05	0.17	0.95
-0.03	0.19	0.87
-0.15	0.19	0.91
-0.13	0.19	0.98
-0.12	0.19	0.88
-0.19	0.19	0.49
-0.08	0.13	-0.05
-0.35	-0.82	4.95
-0.58	-1.78	4.95
-1.32	-3.31	-0.62
0.18	-2.94	-5.41
-1.35	-2.44	-2.29
-1.72	-1.34	6.57
-0.27	0.47	2.12
0.01	0.39	0.43
-0.22	0.10	0.70
0.01	0.03	1.03
0.05	0.13	1.02
0.02	0.18	1.05
-0.04	0.18	0.96
-0.13	0.14	0.75
-0.06	-0.02	0.83
-0.10	-0.20	0.78
-0.04	-0.39	1.26
-0.11	-0.42	1.15
-0.12	-0.41	1.32
-0.09	-0.40	1.30
-0.13	-0.17	0.81
