X	Y	Z
-0.02	0.09	1.02
-0.03	0.08	0.95
-0.03	0.07	1.02
-0.13	0.12	0.84
-0.36	0.31	-0.41
-0.17	-0.27	0.36
-0.53	-1.96	6.84
-1.31	-3.22	3.48
-0.99	-3.41	-3.55
-0.50	-1.91	-5.07
-1.74	-1.89	1.86
-0.19	-0.47	5.75
0.24	0.39	1.18
-0.19	0.26	0.39
-0.02	0.09	0.84
0.02	0.05	1.22
0.05	0.07	1.35
-0.28	0.15	0.64
-0.64	0.48	-0.64
-0.87	0.53	-0.05
-1.13	0.54	-0.12
-0.93	0.57	-0.31
-0.60	0.38	-0.03
-0.34	0.23	0.88
-0.13	0.24	1.03
-0.09	0.23	1.00
0.04	0.23	1.05
0.04	0.27	0.95
-0.05	0.31	0.63
0.08	-0.01	0.50
0.22	-0.41	1.11
0.01	-0.52	0.96
-0.05	-0.50	0.93
0.03	-0.60	1.07
0.02	-0.65	1.45
0.00	-0.72	1.74
-0.13	-0.39	0.31
-0.16	0.29	0.28
-0.06	0.39	0.85
-0.23	0.39	0.96
-0.26	0.40	0.92
-0.32	0.37	0.60
0.18	0.23	0.72
0.61	0.17	0.86
0.84	0.18	0.66
0.81	0.14	0.65
0.89	0.09	0.70
0.95	0.10	0.78
0.85	0.11	0.80
0.44	0.08	0.71
-0.10	0.17	0.72
-0.23	0.22	0.83
-0.05	0.22	1.01
-0.26	0.26	0.22
-0.33	-0.01	-0.23
0.23	-1.24	7.03
-0.91	-2.38	4.39
-1.68	-4.10	-3.27
-0.75	-2.58	-6.14
-2.46	-2.26	3.24
-0.05	-0.04	5.63
-0.01	0.46	0.44
-0.16	0.11	0.50
0.12	-0.00	0.90
0.02	0.13	1.00
0.01	0.10	1.32
-0.23	0.09	1.16
-0.47	0.38	0.30
-0.64	0.54	-0.12
-0.87	0.50	0.00
-0.97	0.54	-0.14
-0.90	0.53	-0.08
-0.40	0.37	0.09
-0.25	0.12	1.22
0.11	0.19	1.06
0.17	0.19	0.98
0.09	0.21	1.09
0.04	0.28	0.83
-0.01	0.27	0.71
0.02	0.05	0.60
0.06	-0.40	0.81
-0.17	-0.61	1.20
-0.28	-0.53	1.11
-0.00	-0.54	1.30
-0.10	-0.58	1.48
-0.10	-0.58	1.04
-0.16	0.04	0.37
-0.12	0.32	0.63
-0.19	0.35	0.78
-0.14	0.35	1.08
-0.21	0.36	0.80
-0.22	0.36	0.57
0.27	0.08	0.82
0.88	0.05	0.95
0.80	0.12	0.66
0.71	0.17	0.68
0.76	0.14	0.65
0.86	0.09	0.71
0.91	0.05	0.86
0.59	0.11	0.77
-0.08	0.17	0.79
-0.15	0.29	0.77
-0.18	0.30	0.91
-0.16	0.29	1.01
-0.13	0.31	0.89
-0.18	0.29	0.70
-0.07	0.48	-0.17
-0.94	-0.34	2.72
-0.90	-2.95	6.02
-1.78	-3.50	-0.95
-0.34	-2.53	-5.97
-1.87	-2.93	-1.93
-0.69	-1.65	6.81
0.30	0.33	2.18
0.02	0.39	0.58
-0.17	0.08	0.81
0.02	0.02	1.02
0.07	0.09	1.09
-0.02	0.15	1.08
-0.11	0.18	1.10
-0.38	0.23	0.44
-1.00	0.33	0.24
-1.03	0.33	0.39
-0.89	0.37	0.11
-0.99	0.41	-0.04
-0.69	0.35	0.23
-0.29	0.12	0.73
-0.13	0.07	1.45
0.04	0.12	0.83
0.01	0.16	0.94
0.04	0.17	0.96
-0.01	0.19	0.91
0.04	0.17	1.03
0.05	0.10	0.82
0.00	-0.06	0.68
0.07	-0.36	0.78
-0.08	-0.59	1.18
-0.14	-0.57	1.06
-0.07	-0.57	1.12
-0.12	-0.60	1.48
-0.20	-0.46	0.86
-0.08	-0.11	0.79
-0.02	0.17	0.63
-0.03	0.22	0.97
-0.09	0.25	0.96
-0.10	0.26	1.05
-0.15	0.33	0.90
-0.19	0.37	0.77
-0.19	0.36	0.52
0.16	0.15	0.57
0.72	0.00	1.10
0.93	0.01	0.64
0.88	0.03	0.62
0.94	-0.00	0.76
0.85	-0.01	0.89
0.67	0.00	0.78
0.26	0.08	0.79
-0.39	0.32	0.76
-0.23	0.32	0.81
-0.31	0.23	0.61
-0.04	0.15	-0.39
-0.32	-0.41	1.94
-0.37	-1.79	7.39
-1.47	-3.93	1.92
-1.18	-3.76	-4.62
-0.99	-2.41	-4.05
-1.79	-1.70	4.84
0.81	0.37	4.05
0.17	0.46	0.86
-0.09	0.12	0.72
0.10	0.05	0.96
0.06	0.08	1.07
-0.01	0.04	1.49
-0.35	0.25	0.26
-0.85	0.51	-0.09
-0.87	0.46	0.23
-0.83	0.48	0.17
-0.88	0.52	0.05
-0.51	0.35	0.20
-0.38	0.18	1.14
-0.05	0.20	0.97
0.08	0.13	1.09
0.07	0.14	1.11
0.01	0.21	0.97
0.05	0.25	0.95
-0.09	0.31	0.87
-0.11	0.35	0.78
-0.08	0.29	0.65
-0.08	0.05	0.65
0.03	-0.33	0.72
-0.03	-0.57	1.46
-0.23	-0.63	1.11
-0.10	-0.52	1.14
-0.19	-0.52	1.34
-0.30	-0.58	1.44
0.03	-0.25	0.54
0.00	0.33	0.41
-0.14	0.36	0.80
-0.18	0.41	0.88
-0.28	0.44	0.75
-0.13	0.38	0.44
0.40	0.12	0.86
0.91	0.09	0.72
1.02	0.03	0.62
0.79	0.08	0.52
0.97	0.05	0.60
1.05	0.04	0.72
0.88	0.01	0.90
0.36	0.03	0.93
-0.28	0.32	0.28
-0.19	0.31	0.89
-0.04	0.31	0.10
-0.24	0.35	0.73
-0.48	-1.78	7.12
-1.63	-3.23	1.80
-1.06	-3.83	-5.27
-1.03	-2.80	-4.19
-1.64	-1.98	6.25
0.27	0.30	3.40
-0.03	0.49	0.40
-0.20	0.07	0.73
0.04	-0.00	1.11
0.05	0.10	1.24
0.12	0.15	1.00
-0.84	0.37	0.33
-0.97	0.36	0.34
-0.67	0.44	-0.01
-0.97	0.48	0.23
-0.81	0.48	0.26
-0.64	0.42	0.45
-0.31	0.35	0.77
-0.19	0.32	0.94
0.04	0.29	1.02
-0.01	0.29	1.08
-0.06	0.33	0.96
-0.05	0.35	0.90
-0.08	0.34	0.90
-0.04	0.38	0.93
-0.05	0.49	0.88
-0.19	0.42	0.44
0.12	-0.11	0.37
0.09	-0.62	1.07
0.09	-0.66	1.37
0.09	-0.53	1.30
0.07	-0.51	1.31
-0.01	-0.53	1.37
-0.07	-0.24	0.67
-0.19	0.29	0.43
-0.07	0.43	0.68
-0.16	0.42	1.00
-0.20	0.43	0.89
-0.22	0.45	0.74
-0.23	0.39	0.56
0.31	0.19	0.78
0.63	0.15	0.85
0.89	0.08	0.74
0.78	0.11	0.55
1.01	0.04	0.75
1.09	0.02	0.81
0.80	0.04	0.70
0.03	0.06	0.77
-0.29	0.25	0.74
-0.08	0.28	0.20
-0.00	0.06	-0.66
-1.17	-1.95	6.07
-1.52	-2.95	4.59
-1.01	-4.52	-3.19
0.64	-2.93	-6.18
-2.47	-2.47	1.37
-0.78	-0.65	6.77
0.27	0.44	0.52
-0.06	0.21	0.40
-0.18	0.15	0.88
-0.08	0.24	1.19
-0.03	0.34	0.98
0.15	0.22	0.92
-0.07	0.30	0.88
-0.00	0.28	0.95
-0.01	0.29	0.93
-0.10	0.32	0.93
