X	Y	Z
0.07	0.10	1.00
0.08	0.10	1.02
0.04	0.11	1.03
0.05	0.15	0.89
0.00	0.15	0.98
-0.11	0.16	0.88
-0.08	0.11	0.03
0.19	-0.33	1.06
0.07	-0.49	5.14
-0.77	-1.77	3.59
-0.86	-2.51	-2.26
0.03	-1.70	-4.58
-1.47	-1.73	0.96
-0.67	-0.47	5.58
0.07	0.26	1.06
-0.29	0.18	0.51
-0.20	0.07	0.89
-0.10	0.05	0.83
-0.07	-0.09	0.84
-0.05	-0.35	0.70
-0.01	-0.50	1.16
-0.19	-0.52	1.04
-0.10	-0.53	1.26
-0.10	-0.58	1.61
-0.08	-0.44	0.72
-0.18	-0.04	0.49
0.05	0.06	0.74
-0.01	0.03	1.03
-0.05	0.03	1.11
-0.08	0.00	1.28
-0.34	0.06	0.65
-0.80	0.23	0.25
-0.91	0.29	0.04
-0.98	0.31	0.03
-0.99	0.33	-0.09
-0.80	0.26	0.03
-0.38	0.02	0.93
-0.12	0.10	1.14
-0.17	0.13	0.91
-0.06	0.08	1.09
-0.15	0.03	1.27
-0.15	0.06	1.24
-0.14	0.29	0.82
-0.07	0.57	0.29
-0.12	0.67	0.51
-0.22	0.79	0.58
-0.25	0.86	0.69
-0.26	0.91	0.40
-0.49	0.65	0.17
0.12	0.03	0.57
0.28	-0.27	1.68
0.15	-0.12	1.07
-0.09	-0.02	1.14
-0.06	0.02	1.08
-0.17	0.06	0.91
-0.06	-0.03	0.72
0.56	-0.15	1.02
0.59	-0.11	0.69
0.79	-0.08	0.57
0.76	-0.06	0.56
0.81	-0.07	0.61
0.86	-0.08	0.72
0.90	-0.16	0.88
0.07	-0.08	0.81
-0.01	0.06	0.94
0.03	0.08	0.83
-0.10	0.10	0.79
0.10	0.11	0.15
-0.50	-0.27	4.31
-0.46	-1.50	5.06
-0.81	-3.30	-1.50
0.27	-2.55	-5.59
-1.61	-2.02	1.12
-0.84	0.05	6.03
-0.16	0.51	0.76
-0.33	0.11	0.57
-0.03	0.00	0.91
-0.12	0.09	1.07
-0.07	0.09	1.07
-0.14	0.06	0.71
0.02	-0.17	0.82
0.00	-0.35	0.91
0.00	-0.45	1.06
-0.12	-0.47	1.07
-0.06	-0.51	1.11
0.03	-0.56	1.31
-0.05	-0.47	1.01
-0.08	-0.19	0.85
-0.07	0.06	0.55
-0.09	0.11	0.88
-0.08	0.08	0.97
-0.02	0.05	1.04
-0.08	0.07	1.02
-0.08	0.08	1.07
-0.50	0.10	0.89
-0.74	0.25	0.28
-0.90	0.30	0.29
-0.90	0.31	0.06
-0.97	0.30	0.03
-1.06	0.32	0.15
-0.70	0.27	0.11
