X	Y	Z
-0.00	0.25	0.98
0.02	0.22	1.03
0.05	0.21	0.95
-0.07	0.22	0.97
-0.04	0.26	0.89
-0.02	0.22	0.76
-0.21	0.18	0.22
0.04	-0.12	0.17
0.29	-1.08	6.02
-0.98	-2.14	4.32
-0.94	-3.54	-2.95
0.14	-1.83	-4.48
-1.63	-0.84	1.72
-0.49	0.10	4.58
0.09	0.25	1.46
-0.07	0.11	0.58
-0.04	0.04	0.84
-0.08	0.08	1.14
-0.13	0.15	1.16
-0.57	0.26	0.41
-0.85	0.38	-0.06
-1.00	0.41	0.01
-0.85	0.45	-0.25
-0.98	0.45	-0.08
-0.49	0.32	0.03
-0.24	0.12	1.16
0.01	0.10	1.07
0.21	0.07	0.98
0.30	0.06	0.93
0.35	0.04	0.98
0.36	0.04	0.94
0.30	0.04	0.97
0.28	0.08	1.07
0.07	0.09	1.03
-0.54	0.19	0.72
-0.76	0.35	0.20
-0.91	0.39	0.08
-0.86	0.38	-0.20
-0.91	0.37	-0.23
-0.99	0.43	-0.31
-0.43	0.24	0.05
-0.43	0.13	1.09
-0.13	0.12	1.04
0.03	0.08	1.05
0.24	0.04	1.04
0.30	0.07	0.92
0.28	0.09	0.92
0.15	0.09	0.77
0.07	0.10	0.60
-0.05	0.06	0.15
0.75	-0.74	5.85
-0.27	-2.45	4.65
-1.17	-3.62	-2.82
-0.02	-2.22	-5.01
-1.91	-2.07	0.80
-0.31	-0.58	5.92
0.01	0.38	1.47
-0.14	0.06	0.78
0.07	-0.11	0.86
0.00	-0.01	0.91
-0.05	0.04	0.96
-0.01	0.03	1.02
-0.03	0.04	1.06
-0.16	0.07	0.98
-0.58	0.07	0.97
-0.74	0.18	0.57
-0.79	0.26	0.26
-0.88	0.27	0.10
-0.98	0.33	-0.08
-0.88	0.37	-0.13
-0.99	0.38	-0.09
-0.78	0.30	0.12
-0.47	0.10	0.74
-0.51	0.05	1.13
-0.03	0.08	0.95
0.03	0.03	1.01
0.16	0.02	0.98
0.16	0.02	0.97
0.21	0.01	0.99
0.19	0.01	0.94
0.11	0.04	1.12
0.03	0.02	1.00
-0.46	0.07	0.97
-0.81	0.20	0.46
-0.86	0.27	0.17
-0.83	0.27	0.06
-1.00	0.29	0.09
-0.94	0.32	-0.09
-1.05	0.36	0.02
-0.53	0.28	-0.07
-0.52	0.07	1.11
-0.41	0.11	1.03
-0.26	0.10	0.94
-0.05	0.07	1.05
0.02	0.09	0.98
-0.03	0.09	0.89
0.08	0.11	0.65
-0.15	0.14	0.16
-0.30	-0.03	2.58
0.62	-1.22	6.58
-1.13	-3.36	0.45
-0.44	-3.16	-5.15
-1.53	-1.49	-1.95
-0.51	-0.93	5.57
0.16	0.23	2.89
-0.14	0.22	0.66
-0.10	0.05	0.75
0.03	0.04	0.93
-0.02	0.06	1.03
0.05	0.05	0.98
0.09	0.04	0.99
-0.12	0.03	1.18
-0.46	0.11	0.80
-0.76	0.26	0.42
-0.93	0.29	0.42
-0.82	0.31	0.16
-0.96	0.34	0.12
-0.90	0.36	-0.04
-0.96	0.37	-0.01
-0.79	0.39	-0.04
-0.57	0.23	0.56
-0.57	0.13	1.03
-0.25	0.11	0.91
-0.00	0.06	1.08
0.07	0.07	1.01
0.16	0.06	0.97
0.20	0.04	0.96
0.20	0.05	0.95
0.17	0.07	0.95
0.15	0.08	0.96
0.12	0.09	1.08
-0.06	0.04	1.07
-0.63	0.15	0.77
-0.90	0.29	0.16
-0.79	0.29	0.11
-0.88	0.28	-0.04
-1.01	0.30	-0.02
-1.02	0.33	0.02
-0.87	0.33	0.08
-0.69	0.26	0.23
-0.59	0.16	0.99
-0.37	0.16	0.96
-0.09	0.14	0.99
0.06	0.12	0.98
0.22	0.08	0.96
0.23	0.07	0.97
0.24	0.08	0.99
0.25	0.08	0.96
-0.00	0.12	0.52
-0.08	0.29	-0.07
-0.06	-0.87	5.62
-0.98	-2.15	3.94
-0.69	-3.39	-3.29
0.09	-2.08	-4.83
-1.85	-1.47	2.53
-0.57	-0.15	5.20
-0.05	0.36	0.95
-0.15	0.14	0.48
-0.01	-0.02	0.91
0.03	0.03	1.06
0.01	0.09	1.04
-0.08	0.08	1.00
-0.20	0.06	1.17
-0.48	0.12	0.86
-0.69	0.22	0.51
-0.84	0.31	0.30
-0.89	0.34	0.14
-0.97	0.32	0.03
-0.92	0.34	-0.01
-0.85	0.34	-0.01
-0.68	0.21	0.57
-0.58	0.17	0.80
-0.37	0.15	0.89
-0.23	0.12	1.09
-0.04	0.09	0.99
0.05	0.08	1.05
0.07	0.08	0.94
0.11	0.07	1.00
0.07	0.08	0.98
0.05	0.11	1.05
-0.13	0.09	0.99
-0.68	0.17	0.60
-0.93	0.27	0.17
-0.96	0.27	0.21
-0.95	0.28	0.09
-0.96	0.28	0.03
-0.96	0.33	-0.11
-0.86	0.33	-0.04
-0.68	0.18	0.30
-0.73	0.07	0.98
-0.43	0.08	0.96
-0.25	0.05	1.00
-0.06	0.03	1.04
0.04	0.08	1.01
0.04	0.12	0.86
-0.08	0.15	0.39
-0.46	0.08	-0.47
-0.17	-1.46	6.42
-0.87	-2.33	3.36
-1.01	-3.02	-3.46
-0.24	-1.92	-5.13
-1.60	-1.97	2.85
-0.45	-0.23	5.34
0.03	0.37	0.74
-0.24	0.14	0.47
-0.05	-0.06	0.95
0.05	-0.01	1.15
-0.05	0.06	1.10
-0.31	0.06	1.02
-0.37	0.10	1.00
-0.73	0.17	0.73
-0.73	0.26	0.16
-0.89	0.31	0.27
-0.94	0.32	0.11
-0.92	0.35	-0.04
-0.95	0.37	-0.02
-0.83	0.38	-0.01
-0.80	0.31	0.07
-0.73	0.21	0.66
-0.56	0.15	0.93
-0.36	0.08	0.97
-0.03	0.06	1.02
0.08	0.05	1.02
0.17	0.03	0.98
0.17	0.05	0.93
0.15	0.05	1.02
0.12	0.07	0.97
-0.04	0.06	1.04
-0.41	0.08	1.04
-0.83	0.25	0.26
-0.79	0.34	0.17
-0.97	0.34	0.09
-0.86	0.35	-0.09
-0.97	0.35	-0.13
-0.95	0.34	-0.17
-0.96	0.36	-0.11
-0.95	0.38	-0.11
-0.69	0.28	0.46
-0.47	0.25	0.61
-0.10	0.20	1.07
-0.07	0.19	0.99
0.02	0.16	1.02
0.05	0.12	0.98
0.02	0.11	0.92
-0.09	0.10	0.42
-0.32	-0.11	-0.32
0.91	-1.11	5.93
-0.16	-2.36	5.45
-1.66	-4.07	-2.45
0.11	-2.59	-6.26
-2.08	-2.34	0.52
-0.72	-0.98	6.43
0.32	0.25	1.73
-0.28	0.19	0.53
-0.13	0.05	0.73
0.08	0.08	0.96
0.04	0.19	1.00
-0.02	0.28	1.04
0.07	0.21	0.87
-0.01	0.23	0.89
0.02	0.24	0.95
0.01	0.28	0.95
0.00	0.29	0.94
0.01	0.28	0.97
0.00	0.28	0.94
-0.03	0.28	0.91
