X	Y	Z
-0.02	0.15	0.99
-0.02	0.15	0.98
0.00	0.14	1.13
0.00	0.20	0.93
-0.08	0.19	0.82
-0.15	0.15	-0.00
-0.08	-0.02	-0.06
0.33	-0.96	5.70
-0.15	-1.85	4.50
-0.97	-2.92	-2.38
-0.01	-1.66	-4.20
-1.16	-0.69	0.85
-0.19	0.17	4.61
0.23	0.33	1.22
-0.02	0.15	0.81
0.00	0.08	0.91
0.00	0.12	1.21
-0.25	0.19	1.00
-0.53	0.33	0.46
-0.81	0.44	0.05
-0.99	0.40	0.14
-1.04	0.42	-0.01
-0.90	0.48	-0.11
-0.39	0.23	0.33
-0.39	0.13	1.39
-0.06	0.22	0.78
0.08	0.15	1.01
0.22	0.13	0.96
0.12	0.14	1.03
0.14	0.09	1.28
0.13	0.07	1.43
0.12	0.25	0.79
0.06	0.73	-0.01
-0.08	0.87	0.13
-0.15	0.96	0.33
-0.00	0.96	0.24
-0.04	0.84	0.05
-0.15	0.56	0.52
-0.13	0.08	1.39
0.07	0.22	1.09
-0.17	0.24	1.00
-0.09	0.21	0.95
-0.03	0.19	1.05
-0.09	0.22	0.98
-0.08	0.22	0.75
0.19	0.09	0.78
0.66	-0.07	0.96
0.95	-0.08	0.61
0.96	-0.02	0.40
0.94	0.02	0.40
0.92	0.02	0.57
0.94	-0.05	0.62
0.31	-0.01	1.02
-0.08	0.17	0.67
-0.06	0.21	1.04
-0.12	0.19	0.71
-0.15	0.20	0.24
0.02	-0.01	-0.08
0.12	-1.65	6.52
-0.89	-2.28	2.09
-0.22	-2.27	-4.23
-0.36	-1.29	-3.40
-1.17	-1.00	4.41
0.22	0.27	3.33
-0.06	0.24	0.74
-0.00	0.01	0.75
0.02	0.11	0.85
-0.02	0.13	1.02
-0.10	0.12	1.15
-0.09	0.15	1.10
-0.40	0.23	0.70
-0.78	0.37	0.39
-0.69	0.45	-0.09
-1.01	0.41	0.36
-0.96	0.44	0.21
-0.66	0.39	0.17
-0.53	0.23	0.84
-0.26	0.18	0.97
0.03	0.12	0.99
0.17	0.10	1.06
0.22	0.09	0.94
0.25	0.07	0.98
0.23	0.05	1.07
0.19	0.01	1.30
0.21	0.01	1.16
0.08	0.45	0.56
0.01	0.76	0.31
-0.16	0.86	0.19
-0.03	0.92	0.27
0.02	1.01	0.36
0.01	0.87	0.26
-0.25	0.59	0.40
-0.23	0.10	1.32
-0.07	0.11	1.04
-0.17	0.13	1.15
-0.21	0.19	0.87
-0.13	0.19	1.01
-0.13	0.20	0.65
0.33	-0.08	0.96
0.72	-0.13	1.12
0.76	-0.06	0.63
0.82	-0.04	0.39
0.89	-0.05	0.39
0.97	-0.06	0.63
0.80	-0.07	0.63
0.24	-0.03	1.10
0.00	0.12	0.81
0.06	0.16	0.77
-0.03	0.11	1.20
-0.04	0.14	0.94
-0.13	0.16	0.68
-0.10	0.14	0.57
0.10	0.11	1.23
-0.03	-1.00	6.37
-0.73	-2.73	1.49
0.03	-2.57	-4.98
-0.70	-1.67	-2.98
-1.11	-1.03	5.80
0.05	0.32	2.76
-0.17	0.33	0.41
0.11	0.04	0.74
0.06	0.08	1.04
0.01	0.14	1.18
-0.04	0.15	0.95
-0.20	0.16	0.97
-0.49	0.25	0.75
-0.65	0.31	0.68
-0.84	0.39	0.25
-0.94	0.37	0.27
-0.90	0.39	0.12
-0.93	0.43	0.10
-0.67	0.35	0.21
-0.44	0.17	0.85
-0.15	0.13	1.07
0.08	0.08	1.04
0.19	0.09	0.98
0.25	0.09	0.96
0.25	0.10	0.89
0.26	0.07	1.04
0.18	0.07	1.11
0.24	0.03	1.37
0.05	0.22	0.73
-0.00	0.49	0.66
0.08	0.71	0.58
0.09	0.81	0.48
0.06	0.83	0.49
0.07	0.86	0.47
-0.02	0.85	0.56
0.08	0.79	0.46
-0.03	0.67	0.45
